SP1,SP2,BLOCK_NO,BLOCK_SCORE,E_VALUE,LOCUS_1,LOCUS_2,Ka,Ks,CLUSTER
at,br,389,38891.0,0.0,AT3G04530,Brara.E03439,0.0747,0.72,6
at,br,326,724.0,0.0,AT2G17890,Brara.K01328,0.1251,0.9818,10
at,br,257,4228.0,0.0,AT2G31500,Brara.E01210,0.0406,0.3658,32
at,br,240,37626.0,0.0,AT2G41140,Brara.D02508,0.1131,0.5575,13
at,br,240,37626.0,0.0,AT2G35890,Brara.D02174,0.0812,0.4338,27
at,br,240,37626.0,0.0,AT2G31500,Brara.D01902,0.0492,0.3983,32
at,br,232,22206.0,0.0,AT2G31500,Brara.C01607,0.0436,0.3937,32
at,br,190,2495.0,0.0,AT1G12680,Brara.I05099,0.0422,0.3529,54
at,br,190,2495.0,0.0,AT1G12580,Brara.I05106,0.0608,0.5348,55
at,br,155,3061.0,0.0,AT1G54030,Brara.H00108,0.1201,0.5455,42
at,br,152,25329.0,0.0,AT1G12680,Brara.H02644,0.0619,0.4419,54
at,br,152,25329.0,0.0,AT1G12580,Brara.H02649,0.0743,0.6495,55
at,br,152,25329.0,1e-180,AT1G08650,Brara.H02863,0.0602,0.9544,56
at,br,104,11071.0,0.0,AT1G76050,Brara.G03398,0.0923,0.5137,53
at,br,81,8622.0,0.0,AT1G08650,Brara.F00543,0.0486,0.8978,56
at,br,71,922.0,0.0,AT1G54030,Brara.E01522,0.0977,0.5035,42
at,cp,292,247.0,0.0,AT3G51850,evm.TU.supercontig_11.115,0.0555,1.566,12
at,cr,0,218.0,4e-49,AT2G25880,Cre17.g719450,0.7964,0.0,66
at,fv,352,977.0,6e-117,AT3G04530,mrna16634,0.3164,1.934,6
at,gm,1450,296.0,0.0,AT5G12180,Glyma.02G278900,0.1564,0.0,3
at,gm,1362,1900.0,0.0,AT4G36070,Glyma.16G128600,0.1852,1.9845,10
at,gm,1299,2790.0,0.0,AT4G36070,Glyma.11G077300,0.1769,2.2717,10
at,gm,1152,1961.0,0.0,AT4G36070,Glyma.02G048300,0.191,2.3085,10
at,gm,1135,2460.0,0.0,AT4G36070,Glyma.01G166100,0.1777,2.6135,10
at,gm,709,1225.0,0.0,AT2G17890,Glyma.16G128600,0.1476,1.7767,10
at,gm,623,1701.0,0.0,AT2G17890,Glyma.11G077300,0.1885,2.0445,10
at,gm,486,809.0,0.0,AT2G17890,Glyma.02G048300,0.1537,2.0473,10
at,gm,469,1635.0,0.0,AT2G17890,Glyma.01G166100,0.177,1.9289,10
at,gm,389,1525.0,0.0,AT1G76040,Glyma.17G261000,0.258,0.0,106
at,gr,770,246.0,0.0,AT4G23650,Gorai.007G025000,0.2334,2.1026,18
at,gr,716,360.0,0.0,AT4G23650,Gorai.003G084000,0.2072,2.3885,18
at,gr,585,601.0,4e-124,AT3G04530,Gorai.007G276600,0.0,0.0,6
at,pt,629,1628.0,1e-133,AT3G04530,Potri.019G018100,0.0,0.0,6
at,pt,578,2773.0,1e-128,AT3G04530,Potri.013G046100,0.0,0.0,6
at,rc,268,929.0,1e-77,AT3G04530,29680.m001684,0.2732,0.0,6
at,st,50,1893.0,5e-166,AT1G76050,PGSC0003DMC400017431,0.2897,1.1815,53
at,ta,345,1712.0,8e-129,AT3G04530,Thecc1EG026198,0.2754,0.0,6
at,vv,295,1052.0,2e-104,AT3G04530,GSVIVT01023539001,0.2913,3.1178,6
ar,at,35,247.0,0.0,scaffold00007.62,AT3G51850,0.1168,2.0255,12
ar,cp,264,658.0,0.0,scaffold00069.118,evm.TU.supercontig_29.9,0.3007,2.2882,19
ar,fv,359,857.0,0.0,scaffold00135.46,mrna12059,0.3009,1.6399,7
ar,fv,291,1122.0,0.0,scaffold00069.118,mrna32375,0.2921,1.8486,19
ar,gm,989,625.0,2e-153,scaffold00135.46,Glyma.14G179000,0.3472,0.0,7
ar,gm,988,653.0,3e-179,scaffold00135.46,Glyma.06G098900,0.3011,2.1246,7
ar,gm,987,692.0,0.0,scaffold00135.46,Glyma.04G097100,0.2994,2.5191,7
ar,gm,986,664.0,1e-155,scaffold00135.46,Glyma.02G211400,0.3536,0.0,7
ar,gm,919,781.0,0.0,scaffold00101.130,Glyma.19G129200,0.1208,1.8767,23
ar,gr,560,655.0,2e-120,scaffold00135.46,Gorai.009G232100,0.3887,2.6939,7
ar,gr,558,419.0,0.0,scaffold00135.46,Gorai.010G036700,0.3247,2.4582,7
ar,gr,68,347.0,0.0,scaffold00007.62,Gorai.012G114600,0.0951,2.4183,12
ar,lj,111,271.0,0.0,scaffold00101.130,chr1.CM0816.370.nc,0.1636,3.3196,23
ar,mt,416,720.0,0.0,scaffold00101.130,Medtr7g089480,0.1608,2.7376,23
ar,mt,229,232.0,1e-179,scaffold00037.60,Medtr5g092815,0.2904,3.6825,35
ar,mt,228,310.0,3e-156,scaffold00037.60,Medtr4g132040,0.297,1.951,35
ar,os,362,336.0,6e-92,scaffold00148.66,LOC_Os02g41580,0.3612,0.0,36
ar,os,337,515.0,0.0,scaffold00103.111,LOC_Os07g38120,0.1285,0.0,73
ar,os,203,510.0,0.0,scaffold00044.74,LOC_Os03g03660,0.2368,0.0,37
ar,os,113,330.0,0.0,scaffold00017.52,LOC_Os12g07230,0.1735,0.0,45
ar,os,112,382.0,0.0,scaffold00017.52,LOC_Os11g07040,0.1628,0.0,45
ar,os,18,264.0,0.0,scaffold00002.445,LOC_Os03g48270,0.236,0.0,74
ar,pt,649,733.0,0.0,scaffold00101.130,Potri.016G035500,0.1526,1.859,23
ar,pt,564,971.0,8e-180,scaffold00069.118,Potri.003G120800,0.299,1.9848,19
ar,pt,358,384.0,0.0,scaffold00037.60,Potri.011G003400,0.1941,2.601,35
ar,pt,85,524.0,0.0,scaffold00007.62,Potri.016G117200,0.1114,2.0097,12
ar,pt,77,534.0,0.0,scaffold00007.62,Potri.006G101300,0.1117,2.1076,12
ar,pt,65,1004.0,0.0,scaffold00004.174,Potri.016G066700,0.1795,1.7865,46
ar,pt,57,883.0,0.0,scaffold00004.174,Potri.006G200600,0.1763,1.877,46
ar,pt,17,272.0,0.0,scaffold00001.145,Potri.005G245000,0.2191,1.9233,34
ar,pt,4,312.0,0.0,scaffold00001.145,Potri.002G017000,0.2189,2.1883,34
ar,rc,371,826.0,3e-161,scaffold00135.46,29908.m006113,0.3491,2.2112,7
ar,rc,291,1124.0,9e-162,scaffold00069.118,30190.m011115,0.3579,3.1708,19
ar,sl,358,449.0,0.0,scaffold00101.130,Solyc10g078390.1,0.1649,1.9246,23
ar,sl,357,263.0,0.0,scaffold00101.38,Solyc01g096820.2,0.2348,4.8017,28
ar,sl,111,212.0,0.0,scaffold00017.52,Solyc11g018610.1,0.1855,1.9279,45
ar,sl,49,208.0,0.0,scaffold00007.62,Solyc09g005550.2,0.1094,2.1437,12
ar,sl,37,728.0,0.0,scaffold00004.174,Solyc10g081740.1,0.1376,2.2324,46
ar,sl,34,451.0,0.0,scaffold00004.174,Solyc01g006840.2,0.2236,2.6835,46
ar,st,10,271.0,0.0,scaffold00001.145,PGSC0003DMC400017428,0.3045,2.3752,34
ar,st,108,218.0,0.0,scaffold00017.52,PGSC0003DMC400001687,0.1877,1.4879,45
ar,st,330,220.0,0.0,scaffold00101.38,PGSC0003DMC400047866,0.2227,4.3262,28
ar,ta,430,825.0,0.0,scaffold00135.46,Thecc1EG034456,0.3223,1.8335,7
ar,ta,336,1169.0,0.0,scaffold00069.118,Thecc1EG016169,0.2796,2.6941,19
ar,ta,59,560.0,0.0,scaffold00007.62,Thecc1EG021684,0.0981,4.3264,12
ar,vv,309,1084.0,0.0,scaffold00069.118,GSVIVT01019868001,0.2668,1.9789,19
ar,vv,396,734.0,2e-167,scaffold00135.46,GSVIVT01009121001,0.2433,2.0252,7
ar,zm,162,248.0,0.0,scaffold00044.74,GRMZM2G314396,0.1631,0.0,37
br,br,359,12065.0,0.0,Brara.C03726,Brara.E02289,0.049,0.367,48
br,br,359,12065.0,0.0,Brara.C03333,Brara.E02997,0.0307,0.331,38
br,br,349,4596.0,0.0,Brara.C02104,Brara.E00202,0.0282,0.3645,13
br,br,346,413.0,0.0,Brara.C01607,Brara.D01902,0.0519,0.4493,32
br,br,345,667.0,0.0,Brara.C04385,Brara.D00630,0.0182,0.3718,77
br,br,337,13703.0,0.0,Brara.C02104,Brara.D02508,0.1049,0.3912,13
br,br,337,13703.0,6e-23,Brara.C01802,Brara.D02174,0.7635,1.4592,27
br,br,330,518.0,0.0,Brara.C00182,Brara.C03333,0.1144,0.8791,38
br,br,317,24033.0,0.0,Brara.B00823,Brara.J01642,0.0249,0.4079,119
br,br,317,24033.0,0.0,Brara.B00817,Brara.J01648,0.0249,0.4128,120
br,br,317,24033.0,0.0,Brara.B00448,Brara.J02172,0.0291,0.3524,78
br,br,284,573.0,0.0,Brara.B02654,Brara.I02207,0.2081,0.9047,26
br,br,278,5645.0,0.0,Brara.B03710,Brara.I00608,0.1007,0.4022,31
br,br,94,1052.0,0.0,Brara.A02895,Brara.H00294,0.1214,0.7218,48
br,br,76,337.0,0.0,Brara.A00300,Brara.F03923,0.0804,2.1181,11
br,br,60,754.0,0.0,Brara.A00300,Brara.F02560,0.0667,0.8503,11
br,br,41,22209.0,0.0,Brara.A02895,Brara.E02289,0.0487,0.3604,48
br,br,23,10688.0,0.0,Brara.A02895,Brara.C03726,0.0423,0.3418,48
br,br,759,10282.0,0.0,Brara.H02644,Brara.I05099,0.0501,0.3563,54
br,br,716,609.0,0.0,Brara.G03159,Brara.I04763,0.0876,0.668,79
br,br,712,1963.0,0.0,Brara.G01274,Brara.I00917,0.0262,0.3968,41
br,br,709,10531.0,0.0,Brara.G01743,Brara.I03972,0.047,0.3565,59
br,br,673,275.0,0.0,Brara.F02560,Brara.K00298,0.0727,0.9592,11
br,br,655,841.0,0.0,Brara.F02560,Brara.I01019,0.0216,0.333,11
br,br,650,3516.0,0.0,Brara.F02663,Brara.I00574,0.0696,0.4349,51
br,br,650,3516.0,0.0,Brara.F02597,Brara.I00608,0.0612,0.431,31
br,br,648,6390.0,0.0,Brara.F01336,Brara.I04763,0.0332,0.3719,79
br,br,632,3769.0,0.0,Brara.F02520,Brara.I00917,0.16,2.3677,41
br,br,623,5101.0,0.0,Brara.F00543,Brara.H02863,0.0403,0.4686,56
br,br,612,3931.0,0.0,Brara.F00078,Brara.H00108,0.0823,0.4136,42
br,br,585,916.0,0.0,Brara.F01607,Brara.F02066,0.0286,0.2892,52
br,br,571,2188.0,0.0,Brara.E02997,Brara.J02705,0.0957,0.7633,38
br,br,554,2981.0,0.0,Brara.E00252,Brara.I03972,0.1131,0.9686,59
br,br,547,815.0,0.0,Brara.E02289,Brara.H00294,0.1203,0.8596,48
br,br,546,2640.0,0.0,Brara.E01522,Brara.H00108,0.0668,0.3376,42
br,br,539,1796.0,0.0,Brara.E00252,Brara.G01743,0.1101,0.914,59
br,br,537,256.0,0.0,Brara.E01522,Brara.F00078,0.0666,0.3308,42
br,br,506,12330.0,0.0,Brara.D00630,Brara.I03514,0.0145,0.2794,77
br,br,500,5003.0,0.0,Brara.D02546,Brara.I03972,0.1225,0.9403,59
br,br,479,1637.0,0.0,Brara.D02546,Brara.G01743,0.1198,0.8635,59
br,br,467,2073.0,0.0,Brara.D00330,Brara.E00202,0.0813,0.9343,13
br,br,461,650.0,0.0,Brara.D01902,Brara.E01210,0.0401,0.3915,32
br,br,457,5718.0,0.0,Brara.D02546,Brara.E00252,0.051,0.3569,59
br,br,457,5718.0,0.0,Brara.D02508,Brara.E00202,0.1078,0.4964,13
br,br,445,756.0,0.0,Brara.C03333,Brara.J02705,0.0966,0.8383,38
br,br,441,4714.0,0.0,Brara.C00182,Brara.J02705,0.0294,0.4986,38
br,br,440,23370.0,0.0,Brara.C00506,Brara.J02172,0.0239,0.3484,78
br,br,404,2611.0,0.0,Brara.C04385,Brara.I03514,0.0233,0.371,77
br,br,397,790.0,0.0,Brara.C03726,Brara.H00294,0.1197,0.7887,48
br,br,363,1679.0,0.0,Brara.C00182,Brara.E02997,0.1114,0.8891,38
br,br,362,1889.0,0.0,Brara.C01607,Brara.E01210,0.0534,0.3985,32
br,br,228,16856.0,0.0,Brara.B03710,Brara.F02597,0.0726,0.3637,31
br,br,181,20401.0,0.0,Brara.B00448,Brara.C00506,0.0142,0.2572,78
br,br,164,1350.0,0.0,Brara.A01377,Brara.K00706,0.0399,0.3478,18
br,br,157,630.0,0.0,Brara.A00300,Brara.K00298,0.0509,0.4981,11
br,br,130,1272.0,0.0,Brara.A02130,Brara.I03399,0.0293,0.3824,121
br,br,124,274.0,0.0,Brara.A00300,Brara.I01019,0.0729,0.8506,11
br,br,114,1257.0,0.0,Brara.A01217,Brara.I02207,0.2275,1.1959,26
br,cp,487,453.0,0.0,Brara.E00202,evm.TU.supercontig_92.82,0.1309,2.4717,13
br,cp,486,258.0,0.0,Brara.E00202,evm.TU.supercontig_92.82,0.1309,2.4717,13
br,cp,395,258.0,0.0,Brara.D02508,evm.TU.supercontig_92.82,0.1613,1.5494,13
br,cp,343,280.0,2e-112,Brara.D02813,evm.TU.supercontig_144.4,0.1394,2.1632,1
br,fv,1051,500.0,0.0,Brara.K00706,mrna31992,0.1868,2.0354,18
br,fv,955,540.0,0.0,Brara.J02143,mrna14687,0.1177,2.5074,122
br,fv,640,1291.0,0.0,Brara.G03397,mrna08576,0.1856,2.5948,21
br,fv,629,1174.0,0.0,Brara.G00225,mrna14609,0.1697,0.0,2
br,fv,541,246.0,0.0,Brara.F02560,mrna17341,0.0966,1.5337,11
br,fv,534,309.0,0.0,Brara.F03923,mrna17341,0.0875,2.5385,11
br,fv,460,656.0,6e-116,Brara.E03439,mrna16634,0.3245,1.7034,6
br,fv,395,749.0,0.0,Brara.D02813,mrna18654,0.1701,2.5185,1
br,fv,316,230.0,0.0,Brara.C00182,mrna23668,0.156,0.0,38
br,fv,68,666.0,0.0,Brara.A01377,mrna31992,0.1967,2.1108,18
br,fv,22,472.0,0.0,Brara.A00300,mrna17341,0.1091,1.649,11
br,gm,890,740.0,0.0,Brara.G03397,Glyma.17G260900,0.259,2.692,21
br,gr,290,271.0,3e-122,Brara.E03439,Gorai.007G276600,0.3216,2.1504,6
br,lj,58,434.0,0.0,Brara.D02813,chr1.CM0105.380.nd,0.1435,2.3342,1
br,pt,580,292.0,3e-126,Brara.E03439,Potri.019G018100,0.0,0.0,6
br,pt,549,846.0,3e-124,Brara.E03439,Potri.013G046100,0.0,0.0,6
br,rc,962,603.0,0.0,Brara.K00706,30190.m011343,0.1869,3.9552,18
br,rc,643,3568.0,0.0,Brara.G03397,30170.m014282,0.1691,0.0,21
br,rc,377,569.0,1e-74,Brara.E03439,29680.m001684,0.2973,3.4011,6
br,rc,95,1163.0,0.0,Brara.A01377,30190.m011343,0.1796,3.1347,18
br,ta,1272,691.0,0.0,Brara.K00706,Thecc1EG016367,0.1942,1.8889,18
br,ta,1012,226.0,0.0,Brara.I00608,Thecc1EG001677,0.1536,1.7374,31
br,ta,849,2883.0,0.0,Brara.G03397,Thecc1EG034289,0.2,0.0,21
br,ta,759,1588.0,0.0,Brara.G00225,Thecc1EG000206,0.1709,2.5913,2
br,ta,627,334.0,0.0,Brara.F02597,Thecc1EG001677,0.1252,2.565,31
br,ta,583,733.0,7e-126,Brara.E03439,Thecc1EG026198,0.3003,0.0,6
br,ta,577,250.0,0.0,Brara.E00202,Thecc1EG024052,0.1063,2.2548,13
br,ta,532,1185.0,0.0,Brara.E02289,Thecc1EG007013,0.1721,1.7853,48
br,ta,477,265.0,0.0,Brara.D02508,Thecc1EG024052,0.1805,1.9512,13
br,ta,430,871.0,0.0,Brara.D02813,Thecc1EG005067,0.1195,2.0309,1
br,ta,295,413.0,0.0,Brara.C03726,Thecc1EG007013,0.1708,1.5246,48
br,ta,35,2070.0,0.0,Brara.A01377,Thecc1EG016367,0.1899,1.8098,18
br,ta,33,248.0,0.0,Brara.A02895,Thecc1EG007013,0.1596,1.6649,48
br,vv,988,439.0,0.0,Brara.I01019,GSVIVT01023866001,0.098,1.8669,11
br,vv,775,693.0,0.0,Brara.G00225,GSVIVT01018778001,0.1726,2.4775,2
br,vv,645,872.0,0.0,Brara.F03923,GSVIVT01023866001,0.1803,2.2588,11
br,vv,537,296.0,0.0,Brara.E00202,GSVIVT01025745001,0.1345,2.0234,13
br,vv,508,241.0,0.0,Brara.E01210,GSVIVT01010743001,0.286,3.4434,32
br,vv,467,1069.0,4e-102,Brara.E03439,GSVIVT01023539001,0.3149,2.651,6
br,vv,444,216.0,0.0,Brara.D00330,GSVIVT01025745001,0.1568,1.937,13
br,vv,430,259.0,0.0,Brara.D02508,GSVIVT01025745001,0.1998,1.5509,13
br,vv,381,1336.0,0.0,Brara.D02813,GSVIVT01027409001,0.1486,3.0955,1
br,vv,321,305.0,0.0,Brara.C01607,GSVIVT01010743001,0.0,0.0,32
br,vv,79,1312.0,0.0,Brara.A00300,GSVIVT01023866001,0.104,2.3509,11
cp,fv,324,1609.0,1e-123,evm.TU.supercontig_44.62,mrna11458,0.2576,1.5622,4
cp,fv,295,837.0,0.0,evm.TU.supercontig_36.198,mrna12059,0.1783,1.2669,7
cp,fv,260,2458.0,0.0,evm.TU.supercontig_29.9,mrna32375,0.201,0.9621,19
cp,fv,137,729.0,3e-124,evm.TU.supercontig_162.36,mrna16634,0.2807,2.037,6
