SP1,SP2,BLOCK_NO,BLOCK_SCORE,E_VALUE,LOCUS_1,LOCUS_2,Ka,Ks,CLUSTER
ar,mt,292,800.0,8e-20,scaffold00056.192,Medtr8g014970,0.8164,0.0,42
ar,mt,292,800.0,4e-54,scaffold00056.183,Medtr8g014740,0.4106,1.9441,13
ar,mt,291,798.0,1e-53,scaffold00056.181,Medtr6g090605,0.6969,0.0,66
ar,mt,263,337.0,0.0,scaffold00046.162,Medtr5g030920,0.4478,3.0548,20
ar,os,241,292.0,3e-21,scaffold00056.193,LOC_Os09g18620,0.7471,0.0,8
ar,os,241,292.0,8e-32,scaffold00056.194,LOC_Os09g19380,0.6391,0.0,68
ar,os,241,292.0,8e-16,scaffold00056.192,LOC_Os09g18594,0.8237,1.7602,42
ar,os,241,292.0,3e-118,scaffold00056.189,LOC_Os09g18360,0.7397,0.0,43
ar,os,241,292.0,1e-49,scaffold00056.183,LOC_Os09g18159,0.3665,0.0,13
ar,os,241,292.0,6e-30,scaffold00056.184,LOC_Os09g18230,0.5095,2.0426,33
ar,os,241,292.0,1e-100,scaffold00056.180,LOC_Os09g17910,0.4985,2.6949,67
ar,os,238,412.0,1e-29,scaffold00056.187,LOC_Os05g45010,0.5556,2.051,54
ar,pt,698,295.0,4e-180,scaffold00126.66,Potri.009G102300,0.0,0.0,7
ar,pt,279,268.0,0.0,scaffold00025.383,Potri.010G090800,0.3448,2.3304,5
ar,pt,277,227.0,0.0,scaffold00025.383,Potri.008G150200,0.3714,2.6355,5
ar,pt,253,378.0,0.0,scaffold00023.238,Potri.016G084900,0.2043,1.2948,2
ar,pt,247,270.0,0.0,scaffold00023.238,Potri.006G132100,0.2174,1.3316,2
ar,rc,361,376.0,0.0,scaffold00126.66,29801.m003189,0.4198,0.0,7
ar,rc,210,374.0,0.0,scaffold00046.162,28333.m000564,0.3905,2.0515,20
ar,rc,145,235.0,0.0,scaffold00025.383,29844.m003360,0.4048,2.3224,5
ar,st,151,250.0,0.0,scaffold00025.383,PGSC0003DMC400055039,0.4117,2.9245,5
ar,st,350,231.0,4e-158,scaffold00126.66,PGSC0003DMC400044720,0.0,0.0,7
ar,ta,274,1055.0,2e-26,scaffold00056.184,Thecc1EG028953,0.3806,1.6402,33
ar,ta,168,268.0,0.0,scaffold00025.383,Thecc1EG020572,0.3903,3.2909,5
ar,vv,146,227.0,0.0,scaffold00025.383,GSVIVT01017926001,0.0,0.0,5
ar,vv,224,228.0,0.0,scaffold00046.162,GSVIVT01003848001,0.3988,1.6052,20
ar,vv,254,1114.0,1e-157,scaffold00056.177,GSVIVT01016937001,0.6124,2.066,89
ar,vv,254,1114.0,5e-37,scaffold00056.181,GSVIVT01016919001,1.3058,2.4861,66
ar,vv,254,1114.0,2e-33,scaffold00056.187,GSVIVT01016916001,0.4163,1.7924,54
ar,vv,254,1114.0,1e-33,scaffold00056.194,GSVIVT01016909001,0.5845,1.8119,68
ar,vv,388,295.0,0.0,scaffold00126.66,GSVIVT01031750001,0.0,0.0,7
br,br,360,7288.0,0.0,Brara.C01855,Brara.E00792,0.0744,0.5581,60
br,br,359,12065.0,0.0,Brara.C03829,Brara.E02074,0.1361,0.435,69
br,br,317,24033.0,0.0,Brara.B01078,Brara.J01336,0.2885,0.7452,22
br,br,72,640.0,2e-156,Brara.A02411,Brara.F01809,0.2736,0.7794,22
br,br,41,22209.0,0.0,Brara.A03678,Brara.E03320,0.0728,0.4453,59
br,br,789,4679.0,0.0,Brara.H02992,Brara.J00394,0.1434,0.5417,93
br,br,759,10282.0,0.0,Brara.H02917,Brara.I05349,0.3068,1.296,15
br,br,723,325.0,0.0,Brara.G01412,Brara.I05349,0.3041,1.2293,15
br,br,693,321.0,0.0,Brara.G01412,Brara.H02917,0.3488,1.1363,15
br,br,664,1007.0,0.0,Brara.F01809,Brara.J01336,0.3189,1.0708,22
br,br,529,3193.0,0.0,Brara.E01610,Brara.F00228,0.2587,1.0278,94
br,br,529,3193.0,0.0,Brara.E01605,Brara.F00224,0.1111,0.3298,95
br,br,523,614.0,0.0,Brara.E01609,Brara.E02074,0.2394,1.2205,69
br,br,501,1379.0,0.0,Brara.D01735,Brara.I05349,0.3272,1.1131,15
br,br,490,700.0,0.0,Brara.D01735,Brara.H02917,0.3454,1.1732,15
br,br,477,2519.0,0.0,Brara.D01735,Brara.G01412,0.3454,1.0945,15
br,br,440,23370.0,0.0,Brara.C01077,Brara.J01336,0.2438,0.7374,22
br,br,378,553.0,0.0,Brara.C01077,Brara.F01809,0.3,1.1864,22
br,br,267,322.0,0.0,Brara.B01079,Brara.H02917,0.3306,1.4229,15
br,br,198,482.0,0.0,Brara.B01079,Brara.D01735,0.3438,1.2222,15
br,br,181,20401.0,0.0,Brara.B01078,Brara.C01077,0.2868,0.6337,22
br,br,151,216.0,5e-153,Brara.A02411,Brara.J01336,0.2695,1.0933,22
br,cp,830,340.0,4e-79,Brara.I02952,evm.TU.supercontig_27.18,0.1886,2.0208,1
br,cp,782,413.0,0.0,Brara.I03100,evm.TU.supercontig_1.213,0.1695,1.2776,3
br,cp,586,1279.0,0.0,Brara.F02983,evm.TU.supercontig_8.144,0.2184,1.475,4
br,fv,856,520.0,0.0,Brara.I03100,mrna03872,0.2826,1.2819,3
br,fv,847,841.0,0.0,Brara.I02952,mrna29734,0.2907,2.3267,1
br,fv,536,1009.0,0.0,Brara.F02983,mrna17626,0.2518,1.6318,4
br,gm,1142,554.0,0.0,Brara.I02952,Glyma.15G076900,0.2247,2.132,1
br,gm,1127,339.0,0.0,Brara.I02952,Glyma.13G176900,0.2276,2.3691,1
br,gm,1125,752.0,0.0,Brara.I02952,Glyma.13G236700,0.2196,2.1032,1
br,gm,1073,261.0,0.0,Brara.I02952,Glyma.07G199500,0.2305,2.2799,1
br,gm,1020,268.0,0.0,Brara.I03100,Glyma.02G099800,0.276,1.172,3
br,gm,1002,242.0,0.0,Brara.I03100,Glyma.01G087700,0.2757,1.1279,3
br,gr,472,207.0,0.0,Brara.I02952,Gorai.011G029600,0.1708,1.9196,1
br,lj,170,273.0,0.0,Brara.I02952,chr6.CM0114.140.nc,0.2286,1.9918,1
br,mt,624,430.0,0.0,Brara.I02952,Medtr2g014290,0.2368,1.9918,1
br,mt,491,598.0,0.0,Brara.G02729,Medtr3g086120,0.2291,3.318,61
br,pt,1044,333.0,0.0,Brara.I02952,Potri.011G056800,0.1872,1.9223,1
br,pt,1026,443.0,0.0,Brara.I03100,Potri.010G129300,0.218,1.6245,3
br,pt,1016,437.0,0.0,Brara.I03100,Potri.008G117000,0.2249,1.4976,3
br,pt,974,745.0,0.0,Brara.I02952,Potri.004G047300,0.1807,1.9627,1
br,pt,600,723.0,0.0,Brara.F02983,Potri.002G242700,0.2233,1.5124,4
br,rc,861,554.0,0.0,Brara.I02952,30190.m011324,0.1798,2.0534,1
br,rc,567,540.0,0.0,Brara.F02983,30204.m001755,0.2227,1.7227,4
br,sl,784,410.0,0.0,Brara.I03100,Solyc05g009800.2,0.0,0.0,3
br,sl,737,541.0,0.0,Brara.I02952,Solyc02g077850.2,0.0,0.0,1
br,sl,558,351.0,0.0,Brara.F02983,Solyc09g060110.2,0.2559,2.4313,4
br,st,335,278.0,0.0,Brara.I03100,PGSC0003DMC400001546,0.0,0.0,3
br,st,316,220.0,0.0,Brara.I02952,PGSC0003DMC400051759,0.0,0.0,1
br,ta,1111,2023.0,0.0,Brara.I02952,Thecc1EG029824,0.1671,2.0145,1
br,ta,1026,406.0,0.0,Brara.I03100,Thecc1EG011864,0.206,1.3872,3
br,ta,631,1491.0,0.0,Brara.F02983,Thecc1EG002929,0.2162,1.6723,4
br,ta,244,573.0,5e-37,Brara.B01084,Thecc1EG041935,0.9889,0.0,23
br,vv,906,957.0,0.0,Brara.I02952,GSVIVT01021096001,0.2069,1.8125,1
br,vv,900,482.0,0.0,Brara.I03100,GSVIVT01011948001,0.2428,1.5701,3
br,vv,558,256.0,0.0,Brara.E01608,GSVIVT01016915001,0.0,0.0,57
cp,fv,412,1090.0,0.0,evm.TU.supercontig_62.14,mrna28580,0.2736,1.5424,7
cp,fv,303,1064.0,5e-76,evm.TU.supercontig_37.119,mrna01822,0.2962,0.0,6
cp,fv,253,504.0,1e-39,evm.TU.supercontig_27.18,mrna29734,0.5017,2.081,1
cp,fv,78,1427.0,0.0,evm.TU.supercontig_129.17,mrna05569,0.2937,1.2291,21
cp,fv,3,1621.0,0.0,evm.TU.supercontig_1.213,mrna03872,0.2656,1.8852,3
cp,gm,1427,845.0,0.0,evm.TU.supercontig_8.144,Glyma.16G092600,0.2211,1.0951,4
cp,gm,789,2101.0,3e-63,evm.TU.supercontig_27.18,Glyma.15G076900,0.1973,1.3324,1
cp,gm,783,1401.0,3e-46,evm.TU.supercontig_27.18,Glyma.13G176900,0.1851,0.9747,1
cp,gm,782,2183.0,5e-59,evm.TU.supercontig_27.18,Glyma.13G236700,0.2061,1.119,1
cp,gm,773,1978.0,4e-47,evm.TU.supercontig_27.18,Glyma.07G199500,0.1981,1.0827,1
cp,gm,743,313.0,0.0,evm.TU.supercontig_252.1,Glyma.15G042900,0.309,1.4918,10
cp,gm,742,312.0,0.0,evm.TU.supercontig_252.1,Glyma.13G331300,0.3042,1.7046,10
cp,gm,298,621.0,0.0,evm.TU.supercontig_131.6,Glyma.15G021400,0.3944,1.8368,32
cp,gm,298,621.0,0.0,evm.TU.supercontig_131.3,Glyma.15G021300,0.4441,1.7738,8
cp,gm,297,581.0,0.0,evm.TU.supercontig_131.6,Glyma.13G352700,0.4243,2.0299,32
cp,gm,297,581.0,0.0,evm.TU.supercontig_131.3,Glyma.13G352800,0.379,1.4795,8
cp,gm,292,824.0,0.0,evm.TU.supercontig_131.3,Glyma.07G013700,0.3666,1.7132,8
cp,gm,162,352.0,0.0,evm.TU.supercontig_114.53,Glyma.19G178400,0.1416,1.1966,2
cp,gm,160,231.0,0.0,evm.TU.supercontig_114.53,Glyma.13G136700,0.1503,1.0685,2
cp,gm,158,311.0,0.0,evm.TU.supercontig_114.53,Glyma.10G048800,0.1587,1.0865,2
cp,gm,156,352.0,0.0,evm.TU.supercontig_114.53,Glyma.03G177600,0.1461,1.1492,2
cp,gm,9,771.0,0.0,evm.TU.supercontig_1.213,Glyma.02G099800,0.271,1.507,3
cp,gm,7,1392.0,0.0,evm.TU.supercontig_1.213,Glyma.01G087700,0.2687,1.1862,3
cp,gr,604,657.0,1e-87,evm.TU.supercontig_37.119,Gorai.008G262600,0.2209,2.016,6
cp,gr,603,258.0,3e-87,evm.TU.supercontig_37.119,Gorai.007G017900,0.2063,1.5346,6
cp,gr,599,535.0,9e-84,evm.TU.supercontig_37.119,Gorai.004G127000,0.2337,2.3569,6
cp,gr,497,687.0,8e-44,evm.TU.supercontig_27.18,Gorai.006G087900,0.4263,1.1435,1
cp,gr,494,1642.0,9e-69,evm.TU.supercontig_27.18,Gorai.011G029600,0.1652,1.0262,1
cp,gr,468,221.0,0.0,evm.TU.supercontig_252.4,Gorai.009G102800,0.3407,2.2732,23
cp,gr,22,301.0,0.0,evm.TU.supercontig_1.213,Gorai.005G138000,0.2073,1.4514,3
cp,lj,88,347.0,3e-57,evm.TU.supercontig_27.18,chr6.CM0114.140.nc,0.187,1.3763,1
cp,mt,615,681.0,0.0,evm.TU.supercontig_8.144,Medtr7g057170,0.209,1.1219,4
cp,mt,322,1826.0,8e-52,evm.TU.supercontig_27.18,Medtr2g014290,0.2279,1.4078,1
cp,mt,73,310.0,0.0,evm.TU.supercontig_114.53,Medtr7g100630,0.1614,1.3146,2
cp,mt,69,350.0,0.0,evm.TU.supercontig_114.53,Medtr1g066950,0.1751,1.109,2
cp,mt,16,559.0,0.0,evm.TU.supercontig_1.213,Medtr5g053610,0.2784,1.766,3
cp,pt,945,2691.0,0.0,evm.TU.supercontig_8.144,Potri.002G242700,0.1495,0.8013,4
cp,pt,847,3758.0,0.0,evm.TU.supercontig_62.14,Potri.009G102300,0.2314,1.3225,7
cp,pt,636,981.0,5e-79,evm.TU.supercontig_37.119,Potri.011G147100,0.2901,2.0762,6
cp,pt,625,1103.0,4e-79,evm.TU.supercontig_37.119,Potri.001G454800,0.3029,1.7545,6
cp,pt,524,317.0,3e-72,evm.TU.supercontig_27.18,Potri.011G056800,0.1591,0.9798,1
cp,pt,517,3013.0,1e-71,evm.TU.supercontig_27.18,Potri.004G047300,0.1649,0.9696,1
cp,pt,105,351.0,0.0,evm.TU.supercontig_114.53,Potri.016G084900,0.1191,0.8792,2
cp,pt,101,392.0,0.0,evm.TU.supercontig_114.53,Potri.006G132100,0.1195,0.9256,2
cp,pt,16,1699.0,0.0,evm.TU.supercontig_1.213,Potri.010G129300,0.2005,1.5666,3
cp,pt,12,1245.0,0.0,evm.TU.supercontig_1.213,Potri.008G117000,0.198,1.6028,3
cp,rc,500,2103.0,0.0,evm.TU.supercontig_8.144,30204.m001755,0.1347,0.9148,4
cp,rc,446,995.0,0.0,evm.TU.supercontig_62.14,29801.m003189,0.2435,1.4007,7
cp,rc,329,948.0,1e-83,evm.TU.supercontig_37.119,30068.m002638,0.2147,0.0,6
cp,rc,275,551.0,5e-75,evm.TU.supercontig_27.18,30190.m011324,0.1599,0.9047,1
cp,rc,105,469.0,0.0,evm.TU.supercontig_131.3,30146.m003449,0.4136,1.7232,8
cp,rc,8,469.0,0.0,evm.TU.supercontig_1.213,29738.m001049,0.1994,2.0833,3
cp,sl,507,2173.0,0.0,evm.TU.supercontig_62.14,Solyc01g108270.2,0.3561,1.5783,7
cp,sl,308,607.0,2e-54,evm.TU.supercontig_27.18,Solyc03g006330.2,0.2163,2.1021,1
cp,sl,305,2527.0,1e-62,evm.TU.supercontig_27.18,Solyc02g077850.2,0.2375,1.6933,1
cp,sl,10,1329.0,0.0,evm.TU.supercontig_1.213,Solyc05g009800.2,0.0,0.0,3
cp,st,521,423.0,2e-92,evm.TU.supercontig_8.144,PGSC0003DMC400030844,0.2368,0.9049,4
cp,st,467,584.0,0.0,evm.TU.supercontig_62.14,PGSC0003DMC400044721,0.3642,1.5934,7
cp,st,283,611.0,1e-56,evm.TU.supercontig_27.18,PGSC0003DMC400022695,0.2557,3.8674,1
cp,st,280,2072.0,1e-63,evm.TU.supercontig_27.18,PGSC0003DMC400051759,0.2342,2.1467,1
cp,st,91,1330.0,2e-157,evm.TU.supercontig_129.17,PGSC0003DMC400053403,0.5873,3.0007,21
cp,st,9,1244.0,0.0,evm.TU.supercontig_1.213,PGSC0003DMC400001546,0.0,0.0,3
cp,ta,333,1027.0,9e-94,evm.TU.supercontig_37.119,Thecc1EG015561,0.1653,1.9931,6
cp,ta,279,3251.0,2e-71,evm.TU.supercontig_27.18,Thecc1EG029824,0.1623,0.8446,1
cp,ta,4,1620.0,0.0,evm.TU.supercontig_1.213,Thecc1EG011864,0.1892,1.6389,3
cp,vv,516,1266.0,0.0,evm.TU.supercontig_8.144,GSVIVT01028662001,0.1559,0.8415,4
cp,vv,456,3464.0,0.0,evm.TU.supercontig_62.14,GSVIVT01031750001,0.2777,1.1078,7
cp,vv,281,583.0,7e-65,evm.TU.supercontig_27.18,GSVIVT01021096001,0.2008,1.0426,1
cp,vv,271,394.0,2e-06,evm.TU.supercontig_252.6,GSVIVT01025057001,0.5018,1.9162,19
cp,vv,271,394.0,1e-168,evm.TU.supercontig_252.4,GSVIVT01025060001,0.3794,2.0033,23
cp,vv,2,1608.0,0.0,evm.TU.supercontig_1.213,GSVIVT01011948001,0.2329,2.261,3
fv,gm,1226,1683.0,0.0,mrna18098,Glyma.19G178400,0.1287,1.0999,2
fv,gm,1207,2001.0,6e-101,mrna09575,Glyma.19G178400,0.0767,1.3954,2
fv,gm,1139,1599.0,0.0,mrna18098,Glyma.13G136700,0.1324,1.0414,2
fv,gm,1124,1519.0,9e-95,mrna09575,Glyma.13G136700,0.1002,1.2452,2
fv,gm,1081,1396.0,0.0,mrna18098,Glyma.10G048800,0.1344,1.0505,2
fv,gm,1073,1549.0,2e-95,mrna09575,Glyma.10G048800,0.0982,1.1777,2
fv,gm,978,1724.0,0.0,mrna18098,Glyma.03G177600,0.1358,1.1335,2
fv,gm,965,2204.0,4e-100,mrna09575,Glyma.03G177600,0.0842,1.3661,2
fv,gm,834,355.0,8e-169,mrna24666,Glyma.08G061900,0.3128,1.181,16
fv,gm,666,874.0,3e-176,mrna22907,Glyma.13G352700,0.5262,2.9433,32
fv,gm,618,1275.0,2e-113,mrna22909,Glyma.08G198100,0.7844,2.8945,56
fv,gm,618,1275.0,7e-40,mrna22901,Glyma.08G197700,0.7782,2.5729,41
fv,gm,586,980.0,0.0,mrna03872,Glyma.02G099800,0.2427,1.1225,3
fv,gm,581,1814.0,0.0,mrna03872,Glyma.01G087700,0.2415,1.1174,3
fv,gm,535,1892.0,0.0,mrna29734,Glyma.15G076900,0.2684,1.4202,1
