SP1,SP2,BLOCK_NO,BLOCK_SCORE,E_VALUE,LOCUS_1,LOCUS_2,Ka,Ks,CLUSTER
al,br,294,2258.0,0.0,16049079,Brara.I01016,0.0741,0.4454,305
al,br,294,2258.0,0.0,16065530,Brara.I01005,0.1402,0.4369,122
al,br,284,1769.0,0.0,16058395,Brara.H00078,0.1295,0.8496,77
al,br,274,573.0,0.0,16035438,Brara.G00705,0.0976,0.5999,95
al,br,271,895.0,0.0,16060915,Brara.G00048,0.0475,0.3386,163
al,br,270,1943.0,1e-87,16049586,Brara.G00258,0.2027,0.6942,39
al,br,268,227.0,1e-87,16049586,Brara.G00258,0.2027,0.6942,39
al,br,264,468.0,0.0,16065530,Brara.G00311,0.0817,0.3181,122
al,br,260,629.0,0.0,16056476,Brara.G00457,0.0701,0.5921,4
al,br,255,1890.0,1e-169,16049586,Brara.F02541,0.071,0.6758,39
al,br,250,2458.0,4e-113,16047547,Brara.F00098,0.2467,0.7716,139
al,br,247,3111.0,0.0,16046997,Brara.E02055,0.0922,0.4984,284
al,br,246,3808.0,0.0,16050029,Brara.E03558,0.1102,0.4047,119
al,br,246,3808.0,0.0,16061872,Brara.E03642,0.0377,0.4277,221
al,br,245,34121.0,0.0,16040926,Brara.E02270,0.1038,0.5111,216
al,br,245,34121.0,0.0,16051115,Brara.E02443,0.0286,0.3491,157
al,br,245,34121.0,0.0,16058395,Brara.E02748,0.0357,0.3784,77
al,br,245,34121.0,8e-151,16038522,Brara.E02804,0.0805,0.4862,218
al,br,245,34121.0,0.0,16047401,Brara.E03067,0.0764,0.6751,296
al,br,245,34121.0,0.0,16036700,Brara.E03139,0.053,0.8359,228
al,br,243,377.0,0.0,16050136,Brara.E03634,0.179,0.5457,21
al,br,239,474.0,0.0,16053478,Brara.E03406,0.0802,0.494,188
al,br,227,2245.0,0.0,16050029,Brara.C00727,0.25,0.8775,119
al,br,225,9452.0,0.0,16053478,Brara.C03091,0.0634,0.5826,188
al,br,225,9452.0,0.0,16050029,Brara.C03009,0.0876,0.3872,119
al,br,224,14707.0,0.0,16051115,Brara.C03641,0.0523,0.3241,157
al,br,224,14707.0,2e-170,16045335,Brara.C03590,0.1292,0.7823,219
al,br,224,14707.0,0.0,16058395,Brara.C03489,0.0364,0.4346,77
al,br,219,1362.0,0.0,16034393,Brara.B00091,0.1339,1.0074,185
al,br,213,1486.0,0.0,16065530,Brara.A00327,0.1813,0.8136,122
al,br,212,7889.0,0.0,16061872,Brara.A03927,0.0433,0.4583,221
al,br,211,22402.0,0.0,16035438,Brara.A02616,0.0917,0.5988,95
al,br,211,22402.0,0.0,16051115,Brara.A03001,0.0318,0.4892,157
al,br,211,22402.0,2e-176,16045335,Brara.A03098,0.1075,0.5671,219
al,br,211,22402.0,0.0,16058395,Brara.A03240,0.0385,0.4578,77
al,br,211,22402.0,3e-151,16038522,Brara.A03290,0.0843,0.4537,218
al,br,203,734.0,0.0,16036700,Brara.A03554,0.0594,0.7235,228
al,br,200,446.0,0.0,16063733,Brara.K00260,0.0353,0.4736,239
al,br,183,2381.0,0.0,16062453,Brara.H02277,0.2085,0.9024,117
al,br,183,2381.0,0.0,16054136,Brara.H02320,0.1532,1.2903,116
al,br,170,11305.0,0.0,16063608,Brara.G02188,0.081,0.5016,143
al,br,170,11305.0,0.0,16054136,Brara.G02187,0.0797,0.4336,116
al,br,170,11305.0,0.0,16044867,Brara.G02272,0.0869,0.3158,301
al,br,170,11305.0,0.0,16061502,Brara.G02351,0.0512,0.2349,166
al,br,166,12574.0,0.0,16061502,Brara.G03136,0.0568,0.3299,166
al,br,166,12574.0,0.0,16064218,Brara.G02649,0.0903,0.5096,47
al,br,166,12574.0,0.0,16064237,Brara.G02632,0.0581,0.6868,144
al,br,165,12726.0,0.0,16049035,Brara.G03713,0.0855,0.3587,79
al,br,165,12726.0,0.0,16062453,Brara.G03506,0.1086,0.6191,117
al,br,165,12726.0,0.0,16054136,Brara.G03432,0.0689,0.5318,116
al,br,165,12726.0,0.0,16063608,Brara.G03431,0.093,0.5068,143
al,br,158,4022.0,0.0,16062453,Brara.F01555,0.1946,0.8349,117
al,br,158,4022.0,0.0,16054136,Brara.F01472,0.1793,1.5959,116
al,br,150,933.0,0.0,16062453,Brara.B02168,0.0819,0.4377,117
al,br,146,1102.0,0.0,16063608,Brara.B02266,0.103,0.5394,143
al,br,144,2911.0,0.0,16049035,Brara.B02403,0.0731,0.3726,79
al,br,143,9464.0,0.0,16061502,Brara.B02032,0.0501,0.3125,166
al,br,141,1942.0,0.0,16063733,Brara.A02547,0.0304,0.4736,239
al,br,120,2399.0,0.0,16037658,Brara.I05179,0.0586,0.414,187
al,br,118,9969.0,2e-176,16065157,Brara.I05336,0.0651,0.5978,92
al,br,117,13016.0,0.0,16037045,Brara.I03197,0.1803,0.4292,10
al,br,98,5703.0,0.0,16050557,Brara.H00078,0.0849,0.3985,77
al,br,98,5703.0,0.0,16043205,Brara.H00171,0.0765,0.6225,298
al,br,98,5703.0,0.0,16065582,Brara.H00193,0.0563,0.4143,217
al,br,97,32202.0,0.0,16059686,Brara.H01992,0.1106,0.7274,297
al,br,97,32202.0,0.0,16036807,Brara.H02277,0.1163,0.4715,117
al,br,97,32202.0,0.0,16048567,Brara.H02320,0.0366,0.461,116
al,br,85,390.0,5e-172,16061876,Brara.G01409,0.0973,0.7524,120
al,br,80,2107.0,0.0,16048567,Brara.G02187,0.1643,1.0689,116
al,br,66,3076.0,0.0,16036807,Brara.G03506,0.2124,1.0116,117
al,br,66,3076.0,0.0,16048567,Brara.G03432,0.1629,1.3621,116
al,br,59,7874.0,1e-144,16045737,Brara.F00098,0.1196,0.4221,139
al,br,59,7874.0,0.0,16059658,Brara.F00187,0.0985,0.4427,220
al,br,59,7874.0,0.0,16065582,Brara.F00223,0.0678,0.4498,217
al,br,56,511.0,0.0,16059047,Brara.F00359,0.1015,0.4748,283
al,br,53,8199.0,0.0,16065157,Brara.F00480,0.0333,0.6987,92
al,br,52,17331.0,0.0,16036807,Brara.F01555,0.0999,0.362,117
al,br,52,17331.0,0.0,16048567,Brara.F01472,0.0561,0.4357,116
al,br,41,2404.0,0.0,16043538,Brara.E02443,0.0898,0.5868,157
al,br,40,3863.0,0.0,16059658,Brara.E01573,0.0943,0.4183,220
al,br,34,2979.0,0.0,16050557,Brara.E02748,0.1447,0.8728,77
al,br,32,2022.0,2e-179,16061876,Brara.D01733,0.09,0.9528,120
al,br,25,1862.0,0.0,16050557,Brara.C03489,0.1303,0.8729,77
al,br,24,254.0,0.0,16065157,Brara.C02402,0.2133,0.9269,92
al,br,24,254.0,0.0,16061876,Brara.C02394,0.1403,0.7639,120
al,br,22,412.0,0.0,16043538,Brara.C03641,0.1059,0.4738,157
al,br,18,325.0,0.0,16036807,Brara.B02168,0.2075,0.9631,117
al,br,6,607.0,0.0,16043538,Brara.A03001,0.0933,0.7593,157
al,br,0,2255.0,0.0,16050557,Brara.A03240,0.1381,0.9592,77
al,cp,641,976.0,0.0,16056576,evm.TU.supercontig_97.89,0.1272,1.7238,78
al,cp,394,444.0,5e-105,16049315,evm.TU.supercontig_103.25,0.2406,1.6977,63
al,cp,367,344.0,0.0,16053551,evm.TU.supercontig_50.95,0.1506,1.3452,34
al,cp,318,589.0,0.0,16060354,evm.TU.supercontig_9.133,0.2643,2.5723,32
al,cp,298,546.0,0.0,16041617,evm.TU.supercontig_50.95,0.1502,1.4248,34
al,cp,249,338.0,4e-103,16039420,evm.TU.supercontig_87.56,0.3357,1.343,24
al,cp,236,952.0,0.0,16055427,evm.TU.supercontig_62.135,0.0,0.0,118
al,cp,233,1907.0,1e-127,16049586,evm.TU.supercontig_6.334,0.2665,1.6088,39
al,cp,204,865.0,2e-131,16056810,evm.TU.supercontig_23.83,0.3044,1.9567,5
al,cp,199,225.0,7e-36,16041834,evm.TU.supercontig_179.42,0.0,0.0,67
al,cp,197,346.0,2e-146,16050136,evm.TU.supercontig_171.37,0.5083,2.347,21
al,cp,158,442.0,0.0,16050069,evm.TU.supercontig_69.49,0.2452,1.5493,31
al,cp,114,627.0,0.0,16064237,evm.TU.supercontig_116.87,0.1916,1.8035,144
al,cp,112,1649.0,7e-126,16049035,evm.TU.supercontig_10.103,0.2371,2.0446,79
al,cp,89,840.0,0.0,16047024,evm.TU.supercontig_69.49,0.1593,2.4512,31
al,cp,88,450.0,0.0,16059864,evm.TU.supercontig_69.49,0.0,0.0,31
al,cp,77,820.0,0.0,16056791,evm.TU.supercontig_62.135,0.2913,2.3397,118
al,cp,65,1247.0,2e-139,16037620,evm.TU.supercontig_48.19,0.0,0.0,15
al,cp,2,693.0,4e-101,16051494,evm.TU.supercontig_1.242,0.361,1.1715,11
al,fv,596,1018.0,0.0,16056576,mrna03286,0.1669,2.5551,78
al,fv,563,1207.0,4e-179,16063094,mrna10344,0.3452,1.7686,67
al,fv,561,305.0,4e-179,16063094,mrna10344,0.3452,1.7686,67
al,fv,530,1204.0,0.0,16050592,mrna19499,0.1889,1.2787,71
al,fv,430,258.0,6e-56,16049572,mrna28322,0.3718,2.5797,140
al,fv,376,646.0,4e-153,16043333,mrna01404,0.2329,1.247,64
al,fv,367,315.0,0.0,16040494,mrna15779,0.1629,2.0569,35
al,fv,285,311.0,0.0,16039002,mrna21081,0.2964,2.1399,8
al,fv,273,395.0,0.0,16060354,mrna27748,0.2753,2.5813,32
al,fv,231,1363.0,1e-34,16041834,mrna10344,0.6671,0.0,67
al,fv,226,475.0,8e-151,16050136,mrna25908,0.4933,2.3607,21
al,fv,162,382.0,4e-130,16056810,mrna30893,0.3517,2.1236,5
al,fv,160,416.0,0.0,16038622,mrna14788,0.3711,2.5722,7
al,fv,158,1864.0,4e-108,16049586,mrna13056,0.2931,0.0,39
al,fv,154,363.0,0.0,16050476,mrna05524,0.3839,3.5561,50
al,fv,126,829.0,0.0,16050069,mrna00632,0.2421,1.4646,31
al,fv,123,597.0,2e-176,16040030,mrna04479,0.2362,1.8109,11
al,fv,48,662.0,3e-180,16059864,mrna00632,0.4751,2.0917,31
al,fv,47,1063.0,0.0,16051494,mrna04479,0.3811,1.586,11
al,fv,43,935.0,1e-168,16037045,mrna00688,0.2512,1.6231,10
al,fv,43,935.0,0.0,16047024,mrna00632,0.3932,1.8986,31
al,gm,1408,210.0,8e-158,16054290,Glyma.09G198700,0.3354,0.0,123
al,gm,1348,989.0,0.0,16065651,Glyma.06G012800,0.2044,1.9974,141
al,gm,1316,950.0,0.0,16065651,Glyma.04G012900,0.1954,2.1271,141
al,gm,1268,1139.0,0.0,16052603,Glyma.19G217300,0.2379,1.5832,6
al,gm,1259,861.0,0.0,16048807,Glyma.18G219900,0.1199,2.5856,49
al,gm,1234,859.0,0.0,16037514,Glyma.16G032700,0.2019,0.0,121
al,gm,1202,404.0,0.0,16047158,Glyma.13G300000,0.2837,1.6521,57
al,gm,1196,301.0,0.0,16047158,Glyma.12G108400,0.3206,2.0577,57
al,gm,1195,1229.0,4e-98,16049315,Glyma.12G190200,0.3065,2.1136,63
al,gm,1178,720.0,0.0,16052603,Glyma.10G012000,0.2353,1.5571,6
al,gm,1156,759.0,0.0,16048807,Glyma.09G270200,0.1173,2.8281,49
al,gm,1141,808.0,0.0,16037514,Glyma.07G066600,0.1866,0.0,121
al,gm,1125,269.0,5e-128,16047158,Glyma.06G296800,0.2602,2.1428,57
al,gm,1075,1058.0,0.0,16052603,Glyma.03G220500,0.2465,1.4858,6
al,gm,1063,947.0,0.0,16052603,Glyma.02G011400,0.2425,1.5736,6
al,gm,1039,1441.0,5e-128,16045194,Glyma.19G098600,0.5059,2.2991,20
al,gm,1006,2156.0,1e-128,16045194,Glyma.16G052200,0.5102,2.1918,20
al,gm,997,341.0,0.0,16040494,Glyma.13G289900,0.1473,2.6607,35
al,gm,983,340.0,0.0,16040494,Glyma.12G211800,0.1497,2.8593,35
al,gm,778,763.0,2e-176,16039002,Glyma.12G175300,0.3565,2.4366,8
al,gm,777,825.0,2e-176,16039002,Glyma.12G077300,0.3553,2.3051,8
al,gm,773,461.0,1e-177,16039002,Glyma.11G144800,0.3468,2.3139,8
al,gm,742,450.0,0.0,16041617,Glyma.08G308900,0.2344,1.6102,34
al,gm,645,550.0,1e-135,16050136,Glyma.19G088300,0.5304,3.2039,21
al,gm,616,426.0,0.0,16056476,Glyma.17G048900,0.2865,4.4517,4
al,gm,614,573.0,4e-164,16039622,Glyma.17G062300,0.2101,2.3094,126
al,gm,606,920.0,9e-115,16050136,Glyma.16G059200,0.576,0.0,21
al,gm,604,1174.0,5e-38,16049586,Glyma.16G117800,0.8271,2.2541,39
al,gm,601,410.0,0.0,16056476,Glyma.15G177900,0.2714,0.0,4
al,gm,576,312.0,0.0,16046928,Glyma.13G300000,0.3964,2.0667,57
al,gm,575,343.0,0.0,16056476,Glyma.13G110700,0.2704,0.0,4
al,gm,574,573.0,2e-162,16039622,Glyma.13G097300,0.2137,1.7253,126
al,gm,559,596.0,0.0,16046928,Glyma.12G108400,0.4262,1.9137,57
al,gm,534,2117.0,2e-173,16053478,Glyma.10G157500,0.349,0.0,188
al,gm,522,342.0,0.0,16056476,Glyma.09G069900,0.2768,0.0,4
al,gm,519,267.0,9e-119,16049586,Glyma.09G198800,0.2774,0.0,39
al,gm,473,519.0,6e-129,16046928,Glyma.06G296800,0.3522,1.7092,57
al,gm,393,672.0,4e-160,16056680,Glyma.15G106400,0.3551,0.0,18
al,gm,264,554.0,4e-146,16037620,Glyma.20G232100,0.3528,2.0464,15
al,gm,248,559.0,0.0,16053246,Glyma.18G237100,0.2188,1.7475,159
al,gm,138,1106.0,4e-142,16037620,Glyma.10G156200,0.343,1.942,15
al,gm,131,580.0,0.0,16053246,Glyma.09G255700,0.2223,1.8531,159
al,gm,21,1382.0,4e-169,16037045,Glyma.02G032200,0.2538,1.5891,10
al,gm,0,2375.0,2e-168,16037045,Glyma.01G034100,0.2471,1.4488,10
al,gr,40,247.0,4e-171,16037045,Gorai.012G170900,0.238,1.4994,10
al,gr,80,322.0,3e-178,16065157,Gorai.004G002300,0.2782,2.1886,92
al,gr,89,1074.0,2e-165,16037045,Gorai.005G184800,0.3184,1.4367,10
al,gr,209,255.0,1e-179,16063608,Gorai.005G114200,0.2979,-1.0,143
al,gr,280,258.0,9e-87,16050136,Gorai.011G092200,0.4525,-1.0,21
al,gr,288,316.0,5e-144,16050136,Gorai.012G087700,0.4896,-1.0,21
al,gr,395,268.0,6e-175,16047955,Gorai.001G019500,0.2912,4.6896,238
al,gr,435,442.0,0.0,16039002,Gorai.003G143400,0.2718,2.512,8
