SP1,SP2,BLOCK_NO,BLOCK_SCORE,E_VALUE,LOCUS_1,LOCUS_2,Ka,Ks,CLUSTER
al,br,542,5344.0,0.0,16039209,Brara.A01896,0.0395,0.5944,55
al,br,536,28286.0,0.0,16052678,Brara.J01732,0.1839,0.4953,56
al,br,502,2213.0,3e-34,16062562,Brara.E03511,0.2584,2.1401,43
al,br,477,27039.0,1e-140,16052678,Brara.C00816,0.3425,0.5095,56
al,br,477,27039.0,0.0,16046941,Brara.C00630,0.0641,0.4652,8
al,br,455,1441.0,6e-35,16062562,Brara.A03826,0.262,1.6275,43
al,br,438,25946.0,0.0,16043819,Brara.I04230,0.1527,0.268,36
al,br,438,25946.0,0.0,16034156,Brara.I03734,0.0686,0.4739,59
al,br,431,11476.0,1e-167,16043819,Brara.G01918,0.1821,0.3739,36
al,br,425,5912.0,0.0,16064644,Brara.F01721,0.0748,0.7402,74
al,br,409,15189.0,2e-167,16043819,Brara.D00107,0.1506,0.3722,36
al,br,409,15189.0,0.0,16034156,Brara.D00441,0.0574,0.4164,59
al,br,390,3352.0,0.0,16034200,Brara.A02164,0.0295,0.6821,72
al,br,374,4955.0,0.0,16049266,Brara.I04546,0.0625,0.6931,52
al,br,329,4823.0,0.0,16049266,Brara.D01382,0.0769,0.7132,52
al,br,328,27059.0,0.0,16047393,Brara.D02080,0.2304,0.7907,101
al,br,246,3808.0,0.0,16061929,Brara.E03511,0.0363,0.4832,43
al,br,245,34121.0,0.0,16054210,Brara.E02265,0.0817,0.56,51
al,br,245,34121.0,0.0,16048349,Brara.E02326,0.1161,0.5484,44
al,br,245,34121.0,4e-136,16053787,Brara.E03213,0.0614,0.6879,1
al,br,225,9452.0,4e-137,16053787,Brara.C03205,0.0513,0.5662,1
al,br,224,14707.0,0.0,16048349,Brara.C03699,0.1342,0.7009,44
al,br,212,7889.0,2e-137,16053787,Brara.A03611,0.074,0.6362,1
al,br,212,7889.0,0.0,16061929,Brara.A03826,0.0377,0.6111,43
al,br,211,22402.0,0.0,16048349,Brara.A02915,0.1057,0.5741,44
al,br,208,276.0,0.0,16054210,Brara.A02878,0.0768,0.541,51
al,br,162,755.0,0.0,16052643,Brara.F00699,0.2545,0.9377,35
al,br,143,9464.0,0.0,16057092,Brara.B01726,0.0526,0.4149,70
al,br,141,1942.0,0.0,16052643,Brara.A02462,0.1253,0.5249,35
al,br,130,12450.0,4e-132,16053075,Brara.J00028,0.2352,0.3713,50
al,br,117,13016.0,0.0,16038159,Brara.I02996,0.0459,0.5266,57
al,br,97,32202.0,0.0,16038159,Brara.H02027,0.0437,0.5694,57
al,br,97,32202.0,0.0,16045677,Brara.H02072,0.0645,0.3888,49
al,br,93,309.0,0.0,16054255,Brara.H00292,0.0578,0.5448,71
al,br,78,6696.0,0.0,16045677,Brara.G00866,0.0723,0.3264,49
al,br,53,8199.0,0.0,16062185,Brara.F00699,0.1343,0.5808,35
al,br,53,8199.0,1e-172,16038219,Brara.F00517,0.1055,0.9146,58
al,br,42,1834.0,2e-157,16036781,Brara.E01440,0.2537,0.6125,82
al,br,1,732.0,0.0,16062185,Brara.A02462,0.2353,0.9766,35
al,cp,626,1132.0,2e-123,16065109,evm.TU.supercontig_6.66,0.0,0.0,5
al,cp,551,803.0,3e-143,16053100,evm.TU.supercontig_6.66,0.1638,2.5229,5
al,cp,482,335.0,0.0,16062406,evm.TU.supercontig_86.33,0.3068,1.7501,32
al,cp,398,462.0,7e-104,16046941,evm.TU.supercontig_108.70,0.2778,2.9912,8
al,cp,241,1622.0,1e-114,16053787,evm.TU.supercontig_8.93,0.2235,3.0127,1
al,fv,634,956.0,1e-114,16065109,mrna23999,0.3434,1.7422,5
al,fv,559,927.0,9e-136,16053100,mrna23999,0.1842,2.7963,5
al,fv,457,1087.0,8e-101,16046941,mrna28501,0.346,2.5639,8
al,fv,178,1292.0,7e-89,16053787,mrna17425,0.2926,1.7927,1
al,fv,21,1206.0,0.0,16051986,mrna29721,0.2169,0.0,10
al,gm,1487,1820.0,2e-139,16050587,Glyma.16G138300,0.5886,1.6784,2
al,gm,1419,3776.0,4e-151,16050587,Glyma.11G069300,0.5428,1.6718,2
al,gm,1310,1919.0,1e-137,16050587,Glyma.02G055500,0.6013,1.9053,2
al,gm,1295,3682.0,1e-150,16050587,Glyma.01G173800,0.5549,1.6443,2
al,gm,1232,1209.0,2e-102,16046941,Glyma.16G070300,0.3341,2.152,8
al,gm,1105,502.0,3e-104,16046941,Glyma.05G003300,0.3436,1.5876,8
al,gm,631,290.0,1e-84,16053787,Glyma.18G155200,0.3009,1.9205,1
al,gm,503,871.0,7e-87,16053787,Glyma.08G345800,0.297,1.8634,1
al,gr,7,979.0,0.0,16051986,Gorai.010G161700,0.1877,2.6324,10
al,gr,33,475.0,0.0,16051986,Gorai.011G036500,0.2084,2.1902,10
al,gr,257,669.0,1e-104,16053787,Gorai.001G229800,0.2437,-1.0,1
al,gr,352,1270.0,2e-101,16053787,Gorai.007G157900,0.2606,-1.0,1
al,gr,392,320.0,7e-104,16053787,Gorai.N004700,0.2465,2.925,1
al,gr,514,496.0,2e-30,16043819,Gorai.001G169200,0.5507,2.1537,36
al,gr,618,1016.0,2e-125,16046941,Gorai.001G265500,0.2858,3.7793,8
al,gr,791,927.0,7e-145,16050587,Gorai.011G101500,0.5221,1.9071,2
al,gr,822,2925.0,9e-129,16053100,Gorai.003G028000,0.2209,-1.0,5
al,gr,822,2925.0,2e-147,16050587,Gorai.003G014000,0.5229,1.5102,2
al,gr,859,1838.0,1e-143,16050587,Gorai.007G202100,0.5363,1.6044,2
al,gr,861,766.0,2e-143,16053100,Gorai.007G219900,0.1557,2.3657,5
al,gr,878,568.0,4e-146,16053100,Gorai.008G079700,0.1457,4.5601,5
al,gr,929,1125.0,6e-111,16038464,Gorai.011G115700,0.3844,4.6414,37
al,gr,945,2089.0,2e-112,16065109,Gorai.003G028000,0.3581,3.561,5
al,gr,977,1647.0,2e-116,16065109,Gorai.007G219900,0.3473,2.2485,5
al,gr,978,1027.0,4e-122,16038464,Gorai.007G064700,0.3517,2.5025,37
al,gr,983,242.0,7e-135,16038464,Gorai.007G246700,0.3511,4.2716,37
al,gr,998,853.0,1e-119,16065109,Gorai.008G079700,0.35,2.2238,5
al,lj,59,225.0,3e-74,16053787,chr1.CM0800.180.nd,0.3068,2.704,1
al,lj,167,294.0,3e-22,16060696,chr1.CM0295.640.nc,0.7205,2.1829,106
al,lj,173,464.0,2e-118,16050587,chr2.CM0249.1240.nd,0.5487,1.8958,2
al,mt,569,1707.0,3e-136,16050587,Medtr8g077205,0.5888,1.569,2
al,mt,537,2375.0,7e-138,16050587,Medtr5g020570,0.5466,1.5944,2
al,mt,448,741.0,3e-109,16046941,Medtr6g004790,0.342,1.7122,8
al,mt,237,310.0,1e-90,16053787,Medtr7g053260,0.305,2.2138,1
al,pt,1000,498.0,2e-130,16036246,Potri.014G170100,0.2151,1.3943,16
al,pt,927,1080.0,2e-118,16065109,Potri.007G051000,0.3353,2.2063,5
al,pt,807,1064.0,1e-143,16053100,Potri.007G051000,0.1542,4.4071,5
al,pt,806,1831.0,7e-158,16050587,Potri.007G023700,0.4808,1.7126,2
al,pt,714,907.0,0.0,16062406,Potri.016G134000,0.3618,2.3382,32
al,pt,641,1921.0,0.0,16062406,Potri.006G107600,0.3438,2.2999,32
al,pt,588,1216.0,8e-117,16046941,Potri.001G344200,0.3079,2.5733,8
al,pt,271,1079.0,3e-100,16053787,Potri.002G248600,0.2377,2.2636,1
al,pt,124,1492.0,0.0,16051986,Potri.011G071400,0.199,2.6628,10
al,pt,59,1270.0,0.0,16051986,Potri.004G061800,0.1994,2.061,10
al,rc,79,434.0,0.0,16051986,30026.m001480,0.185,-1.0,10
al,rc,511,465.0,3e-96,16046941,29917.m002007,0.2692,2.3685,8
al,rc,574,722.0,1e-132,16050587,29634.m002125,0.4888,2.0197,2
al,rc,622,581.0,9e-121,16053100,29970.m001016,0.1492,-1.0,5
al,rc,699,506.0,7e-103,16065109,29970.m001016,0.3346,2.3207,5
al,st,27,218.0,0.0,16051986,PGSC0003DMC400049550,0.2403,4.6844,10
al,st,143,300.0,0.0,16064541,PGSC0003DMC400010632,0.3025,-1.0,69
al,st,297,1426.0,1e-177,16044424,PGSC0003DMC400052921,0.3365,3.3443,79
al,st,522,1902.0,1e-74,16050587,PGSC0003DMC400006254,0.6468,2.6264,2
al,ta,652,847.0,5e-130,16036246,Thecc1EG002453,0.2293,1.6214,16
al,ta,584,3626.0,3e-121,16065109,Thecc1EG000733,0.3373,1.7897,5
al,ta,501,7332.0,1e-150,16050587,Thecc1EG000364,0.5083,1.5407,2
al,ta,501,7332.0,4e-144,16053100,Thecc1EG000733,0.1558,2.4808,5
al,ta,440,2522.0,2e-128,16046941,Thecc1EG016975,0.2671,3.1821,8
al,ta,77,1549.0,0.0,16051986,Thecc1EG029635,0.1785,2.8279,10
al,ta,15,524.0,0.0,16062185,Thecc1EG010246,0.424,1.8887,35
al,vv,20,1290.0,0.0,16051986,GSVIVT01021265001,0.2211,-1.0,10
al,vv,540,3828.0,1e-94,16046941,GSVIVT01032397001,0.3054,1.8065,8
al,vv,631,1272.0,2e-179,16062406,GSVIVT01030205001,0.3321,1.791,32
al,vv,733,1663.0,2e-109,16053100,GSVIVT01000169001,0.181,2.0757,5
al,vv,822,2015.0,0.0,16065109,GSVIVT01000169001,0.3566,2.2548,5
al,vv,833,259.0,3e-93,16036246,GSVIVT01030122001,0.2533,1.2945,16
at,at,1,3999.0,0.0,AT1G10560,AT1G60190,0.2294,0.8855,35
at,br,756,29254.0,0.0,AT5G18320,Brara.J01732,0.1983,0.5114,56
at,br,743,2835.0,0.0,AT5G67340,Brara.I00856,0.1024,0.6536,5
at,br,735,6238.0,0.0,AT5G65920,Brara.I00836,0.0995,0.8907,73
at,br,735,6238.0,0.0,AT5G62560,Brara.I00695,0.0712,0.7592,53
at,br,722,2891.0,0.0,AT5G67340,Brara.G01167,0.201,0.3985,5
at,br,700,8401.0,0.0,AT5G64660,Brara.F02339,0.0588,0.474,37
at,br,678,5676.0,0.0,AT5G40140,Brara.D01033,0.0848,0.6773,76
at,br,654,26769.0,2e-134,AT5G18320,Brara.C00816,0.3506,0.5324,56
at,br,654,26769.0,0.0,AT5G14510,Brara.C00630,0.0709,0.4985,8
at,br,639,8425.0,3e-162,AT5G58680,Brara.B01140,0.1369,0.8033,75
at,br,623,6708.0,0.0,AT5G65200,Brara.B03939,0.1032,1.4058,54
at,br,623,6708.0,0.0,AT5G62560,Brara.B03825,0.0834,0.8255,53
at,br,528,1992.0,0.0,AT4G36550,Brara.H01675,0.1747,0.5477,2
at,br,488,3556.0,0.0,AT4G16490,Brara.C04503,0.0678,0.6523,55
at,br,469,5460.0,0.0,AT4G16490,Brara.A01896,0.0437,0.6305,55
at,br,466,657.0,0.0,AT4G36550,Brara.A00227,0.1523,0.4772,2
at,br,462,23260.0,0.0,AT4G21350,Brara.A01171,0.0661,0.789,77
at,br,440,27087.0,0.0,AT3G61390,Brara.I04230,0.1715,0.3352,36
at,br,440,27087.0,0.0,AT3G54790,Brara.I03734,0.0724,0.4594,59
at,br,421,11963.0,0.0,AT3G61390,Brara.G01918,0.2082,0.3666,36
at,br,413,6150.0,0.0,AT3G47820,Brara.F01721,0.0734,0.7427,74
at,br,390,3024.0,0.0,AT3G03440,Brara.E03511,0.0426,0.481,43
at,br,389,38891.0,0.0,AT3G19380,Brara.E02265,0.0815,0.7184,51
at,br,389,38891.0,0.0,AT3G18710,Brara.E02326,0.1268,0.6315,44
at,br,389,38891.0,0.0,AT3G07360,Brara.E03213,0.0602,0.6612,1
at,br,375,15959.0,4e-175,AT3G61390,Brara.D00107,0.1823,0.4139,36
at,br,375,15959.0,0.0,AT3G54790,Brara.D00441,0.063,0.417,59
at,br,368,1525.0,9e-141,AT3G01400,Brara.C02948,0.0665,0.8118,88
at,br,357,8025.0,0.0,AT3G07360,Brara.C03205,0.0642,0.5212,1
at,br,356,16857.0,0.0,AT3G18710,Brara.C03699,0.1489,0.7522,44
at,br,342,3418.0,0.0,AT3G49810,Brara.A02164,0.0309,0.7075,72
at,br,341,7728.0,0.0,AT3G07360,Brara.A03611,0.0699,0.599,1
at,br,341,7728.0,0.0,AT3G03440,Brara.A03826,0.0407,0.5862,43
at,br,340,22367.0,0.0,AT3G18710,Brara.A02915,0.1375,0.6878,44
at,br,338,276.0,0.0,AT3G19380,Brara.A02878,0.0769,0.6777,51
at,br,328,877.0,0.0,AT3G01400,Brara.A03934,0.0806,1.0243,88
at,br,309,8522.0,0.0,AT2G23140,Brara.I04546,0.0638,0.6823,52
at,br,240,37626.0,0.0,AT2G23140,Brara.D01382,0.0803,0.663,52
at,br,216,2375.0,7e-133,AT1G01680,Brara.J00028,0.2274,0.3682,50
at,br,216,2375.0,5e-138,AT1G01670,Brara.J00029,0.1589,0.388,113
at,br,216,2375.0,0.0,AT1G01660,Brara.J00030,0.0309,0.3788,81
at,br,187,6761.0,0.0,AT1G29340,Brara.I02891,0.0956,1.0843,80
at,br,187,6761.0,0.0,AT1G27910,Brara.I02996,0.0459,0.5174,57
at,br,153,4884.0,0.0,AT1G29340,Brara.H01951,0.0795,1.0789,80
at,br,153,4884.0,0.0,AT1G27910,Brara.H02027,0.0464,0.5737,57
at,br,146,315.0,0.0,AT1G49780,Brara.H00292,0.0653,0.5613,71
at,br,141,3215.0,0.0,AT1G24330,Brara.H02072,0.0635,0.406,49
at,br,107,1833.0,0.0,AT1G24330,Brara.G00866,0.0712,0.3883,49
at,br,83,1490.0,0.0,AT1G60190,Brara.F00699,0.2416,0.9753,35
at,br,81,8622.0,0.0,AT1G10560,Brara.F00699,0.1318,0.5513,35
at,br,81,8622.0,0.0,AT1G08315,Brara.F00517,0.0807,0.934,58
at,br,69,1070.0,3e-134,AT1G56030,Brara.E01440,0.2435,0.6748,82
at,br,49,303.0,2e-125,AT1G01680,Brara.C02319,0.2243,0.3032,50
at,br,14,11246.0,0.0,AT1G67530,Brara.B01726,0.0534,0.4632,70
at,br,2,657.0,0.0,AT1G10560,Brara.A02462,0.2331,0.9386,35
at,br,0,2017.0,0.0,AT1G60190,Brara.A02462,0.1219,0.5985,35
at,cp,665,335.0,0.0,AT5G01830,evm.TU.supercontig_86.33,0.3088,1.7426,32
at,cp,642,1173.0,2e-120,AT5G67340,evm.TU.supercontig_6.66,0.4389,3.0403,5
at,cp,534,463.0,1e-100,AT5G14510,evm.TU.supercontig_108.70,0.2823,2.2224,8
at,cp,417,220.0,9e-115,AT4G12710,evm.TU.supercontig_136.47,0.3009,1.428,16
at,cp,384,1665.0,6e-119,AT3G07360,evm.TU.supercontig_8.93,0.2326,2.5464,1
at,fv,620,959.0,4e-112,AT5G67340,mrna23999,0.3467,1.8403,5
at,fv,617,1090.0,2e-103,AT5G14510,mrna28501,0.3443,2.1309,8
at,fv,276,1010.0,0.0,AT3G07360,mrna17425,0.3105,1.9749,1
at,gm,1752,1156.0,4e-100,AT5G14510,Glyma.16G070300,0.3404,2.1313,8
at,gm,1505,502.0,1e-104,AT5G14510,Glyma.05G003300,0.3419,1.6812,8
at,gm,1362,1900.0,4e-136,AT4G36550,Glyma.16G138300,0.5676,1.9223,2
at,gm,1299,2790.0,1e-145,AT4G36550,Glyma.11G069300,0.5705,2.5128,2
at,gm,1152,1961.0,1e-134,AT4G36550,Glyma.02G055500,0.5717,1.9087,2
at,gm,1135,2460.0,4e-145,AT4G36550,Glyma.01G173800,0.5787,2.1984,2
at,gm,1084,333.0,1e-173,AT3G07360,Glyma.18G155200,0.3188,3.6766,1
at,gm,907,830.0,7e-178,AT3G07360,Glyma.08G345800,0.3158,2.5836,1
at,gr,1044,682.0,5e-117,AT5G67340,Gorai.008G079700,0.3475,2.1601,5
at,gr,1030,324.0,2e-135,AT5G64660,Gorai.007G246700,0.3298,4.6717,37
at,gr,1023,585.0,1e-122,AT5G64660,Gorai.007G064700,0.3422,2.036,37
at,gr,1010,1086.0,1e-113,AT5G67340,Gorai.007G219900,0.3537,2.3916,5
at,gr,934,1491.0,1e-110,AT5G67340,Gorai.003G028000,0.3766,2.7178,5
at,gr,878,675.0,2e-110,AT5G64660,Gorai.011G115700,0.0,0.0,37
at,gr,844,1057.0,5e-123,AT5G14510,Gorai.001G265500,0.2856,2.752,8
at,gr,762,1949.0,3e-138,AT4G36550,Gorai.007G202100,0.5496,1.8315,2
at,gr,708,1909.0,7e-145,AT4G36550,Gorai.003G014000,0.5353,1.6085,2
at,gr,675,732.0,2e-142,AT4G36550,Gorai.011G101500,0.5269,2.1888,2
at,gr,646,288.0,0.0,AT3G07360,Gorai.N004700,0.268,3.5432,1
at,gr,581,864.0,0.0,AT3G07360,Gorai.007G157900,0.0,0.0,1
at,gr,439,452.0,2e-35,AT3G61390,Gorai.001G169200,0.6138,2.1714,36
at,gr,437,636.0,0.0,AT3G07360,Gorai.001G229800,0.0,0.0,1
at,lj,103,503.0,2e-138,AT4G36550,chr2.CM0249.1240.nd,0.5608,2.1927,2
at,mt,643,740.0,2e-107,AT5G14510,Medtr6g004790,0.3417,1.7051,8
at,mt,498,1531.0,2e-134,AT4G36550,Medtr8g077205,0.5828,1.744,2
at,mt,482,2400.0,1e-74,AT4G36550,Medtr5g020570,0.6166,1.7821,2
at,pt,1033,1405.0,0.0,AT5G01830,Potri.016G134000,0.3592,2.379,32
at,pt,899,1188.0,1e-115,AT5G67340,Potri.007G051000,0.3346,2.2597,5
at,pt,877,1247.0,0.0,AT5G01830,Potri.006G107600,0.3549,2.2005,32
at,pt,783,1136.0,3e-115,AT5G14510,Potri.001G344200,0.3172,2.3636,8
at,pt,707,1747.0,1e-154,AT4G36550,Potri.007G023700,0.4851,1.914,2
at,pt,452,1161.0,0.0,AT3G07360,Potri.002G248600,0.0,0.0,1
at,rc,537,425.0,7e-116,AT5G67340,29970.m001016,0.3373,2.6747,5
at,rc,528,362.0,8e-118,AT5G14510,29917.m002007,0.2793,2.4153,8
at,rc,370,598.0,1e-153,AT4G36550,29634.m002125,0.4801,2.2568,2
at,st,374,221.0,7e-104,AT4G36550,PGSC0003DMC400031071,0.6738,2.0483,2
at,ta,576,2322.0,5e-126,AT5G14510,Thecc1EG016975,0.2762,1.9864,8
at,ta,507,1960.0,1e-118,AT5G67340,Thecc1EG000733,0.3279,1.8018,5
at,ta,406,3704.0,3e-148,AT4G36550,Thecc1EG000364,0.5101,1.762,2
at,ta,30,484.0,0.0,AT1G10560,Thecc1EG010246,0.4134,1.793,35
at,vv,623,1113.0,0.0,AT5G01830,GSVIVT01030205001,0.3328,1.7089,32
at,vv,615,1456.0,0.0,AT5G67340,GSVIVT01000169001,0.358,2.1825,5
at,vv,521,3300.0,4e-118,AT5G14510,GSVIVT01032397001,0.3146,1.5407,8
at,vv,423,260.0,1e-116,AT4G12710,GSVIVT01030122001,0.2458,1.3374,16
ar,cp,242,610.0,0.0,scaffold00065.83,evm.TU.supercontig_142.52,0.0,0.0,7
ar,cp,236,818.0,6e-93,scaffold00061.209,evm.TU.supercontig_136.47,0.0,0.0,16
ar,cp,146,253.0,2e-137,scaffold00030.78,evm.TU.supercontig_42.108,0.0,0.0,6
ar,cp,70,757.0,8e-58,scaffold00011.141,evm.TU.supercontig_6.127,0.539,1.9625,26
ar,fv,371,337.0,2e-156,scaffold00149.52,mrna03232,0.3734,0.0,41
ar,fv,268,991.0,0.0,scaffold00065.83,mrna02604,0.2657,0.0,7
ar,fv,265,472.0,2e-69,scaffold00063.79,mrna14246,0.4404,3.3359,15
ar,fv,261,517.0,2e-108,scaffold00061.209,mrna15547,0.2529,0.0,16
ar,fv,155,221.0,6e-117,scaffold00030.78,mrna17867,0.5042,3.8737,6
ar,fv,71,591.0,4e-63,scaffold00011.141,mrna14749,0.5567,2.3973,26
ar,gm,753,484.0,1e-160,scaffold00065.83,Glyma.U029700,0.3169,0.0,7
ar,gm,749,522.0,2e-165,scaffold00065.83,Glyma.17G233600,0.2927,4.3075,7
ar,gm,742,548.0,6e-174,scaffold00065.83,Glyma.06G047800,0.267,0.0,7
ar,gm,739,509.0,9e-177,scaffold00065.83,Glyma.04G047100,0.2694,0.0,7
ar,gm,735,360.0,2e-57,scaffold00063.79,Glyma.15G234200,0.4929,3.4293,15
ar,gm,733,359.0,5e-56,scaffold00063.79,Glyma.13G195900,0.4868,2.907,15
ar,gm,732,229.0,2e-49,scaffold00063.79,Glyma.04G135700,0.5058,0.0,15
ar,gm,627,262.0,2e-130,scaffold00055.63,Glyma.15G115800,0.3766,0.0,4
ar,gm,626,258.0,1e-129,scaffold00055.63,Glyma.09G011300,0.3793,0.0,4
ar,gm,624,299.0,7e-127,scaffold00055.63,Glyma.07G266400,0.3734,0.0,4
ar,gm,541,210.0,2e-39,scaffold00043.79,Glyma.13G249400,0.4703,1.3599,3
ar,gm,438,247.0,1e-135,scaffold00030.78,Glyma.08G147200,0.4534,0.0,6
ar,gm,437,218.0,1e-123,scaffold00030.78,Glyma.06G151200,0.4291,2.6053,6
ar,gm,436,224.0,3e-128,scaffold00030.78,Glyma.05G189600,0.4651,0.0,6
ar,gm,271,219.0,9e-60,scaffold00017.285,Glyma.06G154100,0.5322,2.1933,28
ar,gm,267,218.0,1e-61,scaffold00017.285,Glyma.04G212300,0.5145,2.054,28
ar,gr,495,254.0,2e-71,scaffold00086.9,Gorai.003G028000,0.0,0.0,5
ar,gr,446,532.0,5e-123,scaffold00067.29,Gorai.007G146800,0.4403,2.3151,38
ar,gr,440,407.0,8e-148,scaffold00067.29,Gorai.001G254100,0.4008,2.5389,38
ar,gr,439,598.0,6e-121,scaffold00067.29,Gorai.001G178000,0.0,0.0,38
ar,gr,421,530.0,0.0,scaffold00065.83,Gorai.010G026400,0.0,0.0,7
ar,gr,417,359.0,9e-68,scaffold00063.79,Gorai.011G216000,0.0,0.0,15
ar,gr,405,292.0,7e-116,scaffold00061.209,Gorai.001G190700,0.0,0.0,16
ar,gr,355,206.0,4e-131,scaffold00055.63,Gorai.010G188000,0.3837,3.0008,4
ar,gr,321,252.0,7e-87,scaffold00043.79,Gorai.011G020300,0.0,0.0,3
ar,gr,164,210.0,1e-83,scaffold00017.285,Gorai.012G035600,0.4821,4.4498,28
ar,gr,69,306.0,4e-167,scaffold00007.203,Gorai.005G005300,0.0,0.0,60
ar,gr,66,265.0,6e-151,scaffold00007.203,Gorai.011G129200,0.0,0.0,60
ar,lj,60,204.0,9e-126,scaffold00030.78,chr4.CM0680.40.nc,0.0,0.0,6
ar,mt,340,628.0,2e-161,scaffold00065.83,Medtr1g017770,0.2991,0.0,7
ar,mt,339,318.0,3e-62,scaffold00063.79,Medtr8g039560,0.4712,0.0,15
ar,mt,286,297.0,4e-122,scaffold00055.63,Medtr2g026130,0.3973,0.0,4
ar,mt,244,250.0,4e-34,scaffold00043.79,Medtr2g011140,0.5655,2.4657,3
ar,mt,202,310.0,2e-130,scaffold00030.78,Medtr8g092870,0.4451,0.0,6
ar,mt,199,217.0,4e-125,scaffold00030.78,Medtr3g095730,0.458,2.7317,6
ar,pt,623,349.0,3e-77,scaffold00088.108,Potri.012G076400,0.0,0.0,18
