SP1,SP2,BLOCK_NO,BLOCK_SCORE,E_VALUE,LOCUS_1,LOCUS_2,Ka,Ks,CLUSTER
al,st,380,268.0,9e-167,16060441,PGSC0003DMC400052554,0.1241,1.7482,4
al,st,447,2768.0,3e-141,16058309,PGSC0003DMC400002349,0.3684,-1.0,1
al,st,448,1103.0,2e-144,16058309,PGSC0003DMC400012284,0.3844,-1.0,1
al,st,461,393.0,7e-139,16058288,PGSC0003DMC400040646,0.3462,-1.0,18
al,st,618,366.0,2e-174,16048739,PGSC0003DMC400026712,0.1487,2.9588,6
al,st,646,311.0,1e-177,16036289,PGSC0003DMC400034980,0.1335,1.7253,7
al,st,655,477.0,5e-176,16048739,PGSC0003DMC400047017,0.1694,-1.0,6
al,st,696,260.0,0.0,16056604,PGSC0003DMC400034980,0.1535,-1.0,7
al,ta,343,2149.0,0.0,16060441,Thecc1EG042986,0.1363,1.9105,4
al,vv,99,1492.0,0.0,16065099,GSVIVT01029048001,0.1397,-1.0,16
al,vv,229,728.0,5e-143,16036910,GSVIVT01011348001,0.4174,-1.0,1
al,vv,290,441.0,0.0,16038175,GSVIVT01028548001,0.1689,-1.0,7
al,vv,448,4565.0,2e-150,16034922,GSVIVT01003984001,0.1645,-1.0,3
al,vv,540,3828.0,7e-157,16058309,GSVIVT01011348001,0.3687,-1.0,1
al,vv,680,432.0,2e-179,16061577,GSVIVT01007582001,0.1432,-1.0,6
al,vv,784,346.0,0.0,16048739,GSVIVT01007582001,0.1302,-1.0,6
al,vv,797,3809.0,1e-125,16064863,GSVIVT01014682001,0.2164,-1.0,23
al,vv,827,429.0,0.0,16036289,GSVIVT01028548001,0.1308,-1.0,7
at,at,264,226.0,0.0,AT3G27400,AT5G63180,0.2118,2.7666,3
at,at,251,1170.0,0.0,AT3G07010,AT5G48900,0.0794,0.9239,51
at,at,250,1544.0,0.0,AT3G01270,AT5G15110,0.1226,1.2838,1
at,at,225,3207.0,0.0,AT3G24670,AT4G13210,0.1285,0.7925,50
at,br,757,10805.0,0.0,AT5G04310,Brara.J02755,0.0669,0.5666,18
at,br,756,29254.0,0.0,AT5G15110,Brara.J01981,0.0555,0.4258,1
at,br,756,29254.0,2e-178,AT5G09280,Brara.J02392,0.1387,0.6492,24
at,br,654,26769.0,0.0,AT5G15110,Brara.C00647,0.0754,0.4022,1
at,br,639,8425.0,0.0,AT5G55720,Brara.B01305,0.0726,0.3932,23
at,br,622,27175.0,0.0,AT5G15110,Brara.B00588,0.0787,0.4919,1
at,br,529,1293.0,0.0,AT4G22080,Brara.H01100,0.0468,0.4722,31
at,br,462,23260.0,0.0,AT4G24780,Brara.A01481,0.0373,0.4371,20
at,br,462,23260.0,0.0,AT4G22080,Brara.A01227,0.0455,0.4342,31
at,br,454,830.0,0.0,AT3G01270,Brara.J01981,0.1319,1.5519,1
at,br,441,1421.0,0.0,AT3G27400,Brara.I00287,0.0527,0.53,3
at,br,440,27087.0,0.0,AT3G54920,Brara.I03757,0.074,0.7583,25
at,br,440,27087.0,0.0,AT3G53190,Brara.I03611,0.0521,0.4737,32
at,br,421,11963.0,0.0,AT3G54920,Brara.G01649,0.0827,0.5845,25
at,br,421,11963.0,0.0,AT3G53190,Brara.G01572,0.1298,0.6162,32
at,br,412,7037.0,0.0,AT3G27400,Brara.F03207,0.0416,0.5319,3
at,br,389,38891.0,0.0,AT3G09540,Brara.E03083,0.0684,0.4261,33
at,br,375,15959.0,0.0,AT3G55140,Brara.D00425,0.0342,0.5545,4
at,br,369,711.0,0.0,AT3G01270,Brara.C00647,0.1611,1.502,1
at,br,354,590.0,0.0,AT3G01270,Brara.B00588,0.1364,1.568,1
at,br,346,5350.0,0.0,AT3G27400,Brara.B03295,0.044,0.6067,3
at,br,303,2494.0,0.0,AT2G02720,Brara.I02062,0.1111,0.6225,14
at,br,260,4404.0,0.0,AT2G02720,Brara.F03411,0.095,0.5183,14
at,br,229,3743.0,0.0,AT2G02720,Brara.B03126,0.09,0.6137,14
at,br,186,8002.0,0.0,AT1G14420,Brara.I04991,0.0813,0.4553,11
at,br,152,25329.0,0.0,AT1G14420,Brara.H02573,0.0927,0.4643,11
at,br,94,2682.0,0.0,AT1G11920,Brara.F00889,0.0458,0.4564,26
at,br,80,18036.0,0.0,AT1G14420,Brara.F00965,0.0919,0.5102,11
at,br,14,11246.0,0.0,AT1G67750,Brara.B01740,0.0306,0.5271,15
at,fv,378,779.0,4e-165,AT3G55140,mrna23375,0.1712,1.5881,4
at,gm,1816,2202.0,4e-171,AT5G15110,Glyma.19G020200,0.3689,0.0,1
at,gm,1795,1168.0,7e-175,AT5G15110,Glyma.18G255900,0.3994,0.0,1
at,gm,1704,1664.0,2e-173,AT5G15110,Glyma.13G064700,0.3527,0.0,1
at,gm,1127,420.0,0.0,AT3G55140,Glyma.20G240800,0.1386,1.8312,4
at,gm,1109,1254.0,1e-157,AT3G01270,Glyma.19G020200,0.3813,2.0369,1
at,gm,1079,713.0,6e-158,AT3G01270,Glyma.18G255900,0.4094,1.9792,1
at,gm,996,705.0,1e-159,AT3G01270,Glyma.13G064700,0.3667,2.1615,1
at,gr,1020,206.0,5e-180,AT5G15110,Gorai.007G078600,0.0,0.0,1
at,gr,603,551.0,5e-172,AT3G01270,Gorai.007G078600,0.0,0.0,1
at,gr,454,510.0,0.0,AT3G55140,Gorai.011G245200,0.1646,1.582,4
at,lj,89,379.0,0.0,AT3G55140,chr5.CM0260.210.nc,0.138,1.5134,4
at,mt,660,382.0,2e-165,AT5G15110,Medtr7g009390,0.4009,2.5078,1
at,mt,293,602.0,0.0,AT3G55140,Medtr1g115550,0.1323,1.4496,4
at,mt,158,309.0,0.0,AT1G14420,Medtr8g468980,0.3571,0.0,11
at,mt,124,940.0,1e-175,AT1G14420,Medtr5g038490,0.3624,0.0,11
at,pt,1043,1495.0,0.0,AT5G15110,Potri.017G078400,0.0,0.0,1
at,pt,868,452.0,1e-94,AT5G09280,Potri.005G064500,0.0,0.0,24
at,pt,856,211.0,0.0,AT5G15110,Potri.004G124100,0.0,0.0,1
at,pt,621,736.0,6e-180,AT3G01270,Potri.017G078400,0.3474,4.3736,1
at,pt,518,2088.0,0.0,AT3G55140,Potri.008G048600,0.1409,1.4697,4
at,pt,202,600.0,0.0,AT1G11920,Potri.011G008000,0.0,0.0,26
at,pt,94,836.0,2e-177,AT1G11920,Potri.004G007300,0.0,0.0,26
at,sl,542,942.0,3e-144,AT5G15110,Solyc02g067450.2,0.0,0.0,1
at,sl,527,1671.0,4e-174,AT5G15110,Solyc02g087670.2,0.0,0.0,1
at,sl,335,418.0,0.0,AT3G55140,Solyc04g010230.2,0.1314,1.3973,4
at,sl,305,989.0,3e-159,AT3G01270,Solyc02g087670.2,0.3685,2.5659,1
at,sl,300,505.0,4e-135,AT3G01270,Solyc02g067450.2,0.4669,2.5511,1
at,st,501,222.0,5e-170,AT5G04310,PGSC0003DMC400040646,0.0,0.0,18
at,st,461,950.0,2e-148,AT5G15110,PGSC0003DMC400012283,0.0,0.0,1
at,st,459,1711.0,8e-174,AT5G15110,PGSC0003DMC400002349,0.0,0.0,1
at,st,255,403.0,1e-140,AT3G01270,PGSC0003DMC400012283,0.3836,3.3527,1
at,st,253,1432.0,8e-159,AT3G01270,PGSC0003DMC400002349,0.3831,2.793,1
at,ta,296,2272.0,0.0,AT3G55140,Thecc1EG042986,0.1401,1.4635,4
at,vv,400,236.0,0.0,AT3G55140,GSVIVT01005974001,0.1404,1.3846,4
ar,ar,2,381.0,0.0,scaffold00004.108,scaffold00078.77,0.3169,2.0579,2
ar,gm,843,339.0,0.0,scaffold00078.77,Glyma.08G296900,0.352,1.7594,2
ar,gm,836,301.0,0.0,scaffold00078.77,Glyma.04G173900,0.3211,0.0,2
ar,gm,832,421.0,0.0,scaffold00078.77,Glyma.01G042700,0.3441,0.0,2
ar,gm,614,324.0,0.0,scaffold00049.161,Glyma.18G012200,0.1606,0.0,27
ar,gm,612,324.0,0.0,scaffold00049.161,Glyma.11G244900,0.1637,0.0,27
ar,mt,383,375.0,0.0,scaffold00078.77,Medtr4g107870,0.3118,0.0,2
ar,sl,331,459.0,0.0,scaffold00078.77,Solyc03g113150.2,0.0,0.0,2
ar,sl,199,226.0,0.0,scaffold00039.150,Solyc09g091430.2,0.0,0.0,35
ar,st,306,267.0,0.0,scaffold00078.77,PGSC0003DMC400031610,0.0,0.0,2
ar,vv,327,583.0,4e-178,scaffold00078.77,GSVIVT01008053001,0.0,0.0,2
br,br,317,24033.0,0.0,Brara.B00588,Brara.J01981,0.0826,0.3978,1
br,br,279,3854.0,0.0,Brara.B03126,Brara.I02062,0.1073,0.4494,14
br,br,103,3264.0,0.0,Brara.A01481,Brara.H01597,0.0217,0.4278,20
br,br,93,2963.0,0.0,Brara.A01227,Brara.H01100,0.0414,0.2677,31
br,br,831,5712.0,2e-108,Brara.I05478,Brara.J00281,0.0285,0.3181,29
br,br,805,350.0,0.0,Brara.H01597,Brara.K01484,0.0284,0.6638,20
br,br,789,4679.0,0.0,Brara.H03034,Brara.J00281,0.0297,0.3025,29
br,br,759,10282.0,3e-110,Brara.H03034,Brara.I05478,0.0367,0.3111,29
br,br,759,10282.0,0.0,Brara.H02573,Brara.I04991,0.0885,0.3771,11
br,br,709,10531.0,0.0,Brara.G01649,Brara.I03757,0.0616,0.3133,25
br,br,709,10531.0,0.0,Brara.G01572,Brara.I03611,0.1141,0.4216,32
br,br,682,5194.0,0.0,Brara.G02558,Brara.G02735,0.0357,0.418,15
br,br,652,2274.0,0.0,Brara.F03207,Brara.I00287,0.0467,0.3512,3
br,br,649,6335.0,0.0,Brara.F03411,Brara.I02062,0.0789,0.4082,14
br,br,648,6390.0,0.0,Brara.F00965,Brara.I04991,0.0805,0.4093,11
br,br,632,3769.0,0.0,Brara.F02217,Brara.I00732,0.0288,0.3373,42
br,br,622,7666.0,0.0,Brara.F00965,Brara.H02573,0.0789,0.4345,11
br,br,496,382.0,3e-86,Brara.D00728,Brara.H00512,0.0314,0.3634,8
br,br,491,398.0,0.0,Brara.D00702,Brara.H00489,0.0446,0.2869,53
br,br,483,246.0,0.0,Brara.D00728,Brara.G00648,0.1121,0.9204,8
br,br,441,4714.0,1e-105,Brara.C00157,Brara.J02755,0.0764,0.25,18
br,br,440,23370.0,0.0,Brara.C00647,Brara.J01981,0.0627,0.3533,1
br,br,278,5645.0,0.0,Brara.B03463,Brara.I00410,0.0313,0.5175,54
br,br,278,5645.0,0.0,Brara.B03295,Brara.I00287,0.0511,0.3861,3
br,br,250,4835.0,0.0,Brara.B01740,Brara.G02558,0.0306,0.3527,15
br,br,240,7793.0,0.0,Brara.B01740,Brara.G02735,0.0346,0.4488,15
br,br,228,16856.0,0.0,Brara.B03295,Brara.F03207,0.0356,0.3161,3
br,br,228,16856.0,0.0,Brara.B03126,Brara.F03411,0.1026,0.3896,14
br,br,181,20401.0,0.0,Brara.B00588,Brara.C00647,0.0896,0.3308,1
br,br,172,1027.0,0.0,Brara.A01481,Brara.K01484,0.0294,0.5078,20
br,cp,982,253.0,0.0,Brara.J02392,evm.TU.supercontig_42.183,0.217,3.1714,24
br,cp,950,515.0,0.0,Brara.J01981,evm.TU.supercontig_14.39,0.2544,2.3502,1
br,cp,771,370.0,2e-67,Brara.H00512,evm.TU.supercontig_8.175,0.1613,1.3293,8
br,cp,685,519.0,0.0,Brara.G00648,evm.TU.supercontig_8.175,0.0,0.0,8
br,cp,642,301.0,0.0,Brara.G02735,evm.TU.supercontig_33.81,0.0,0.0,15
br,cp,641,258.0,0.0,Brara.G02558,evm.TU.supercontig_33.81,0.1174,2.4124,15
br,cp,467,1419.0,0.0,Brara.E03245,evm.TU.supercontig_8.175,0.0,0.0,8
br,cp,240,440.0,0.0,Brara.C00647,evm.TU.supercontig_14.39,0.2716,4.5888,1
br,cp,141,253.0,0.0,Brara.B00588,evm.TU.supercontig_14.39,0.0,0.0,1
br,cp,53,240.0,0.0,Brara.A01481,evm.TU.supercontig_4.38,0.0,0.0,20
br,fv,1000,308.0,5e-153,Brara.J01981,mrna01266,0.3628,0.0,1
br,fv,653,684.0,0.0,Brara.G00648,mrna17555,0.1617,0.0,8
br,fv,595,1613.0,0.0,Brara.F03207,mrna27998,0.1597,0.0,3
br,fv,400,323.0,3e-161,Brara.D00425,mrna23375,0.1751,0.0,4
br,fv,342,223.0,0.0,Brara.D00728,mrna17555,0.1672,0.0,8
br,fv,303,227.0,2e-152,Brara.C00647,mrna01266,0.3642,0.0,1
br,fv,191,1374.0,0.0,Brara.B03295,mrna27998,0.1598,0.0,3
br,fv,54,357.0,0.0,Brara.A01481,mrna10004,0.1089,2.3448,20
br,gm,508,223.0,0.0,Brara.D00425,Glyma.20G240800,0.1414,3.1878,4
br,lj,64,253.0,0.0,Brara.D00425,chr5.CM0260.210.nc,0.0,0.0,4
br,mt,247,276.0,0.0,Brara.D00425,Medtr1g115550,0.1337,0.0,4
br,pt,1116,342.0,1e-119,Brara.J02392,Potri.005G064500,0.0,0.0,24
br,pt,429,645.0,0.0,Brara.D00425,Potri.008G048600,0.1424,2.3055,4
br,rc,900,308.0,2e-131,Brara.J01981,29822.m003475,0.376,0.0,1
br,rc,465,311.0,0.0,Brara.F03207,29633.m000913,0.1452,0.0,3
br,rc,230,419.0,6e-127,Brara.C00647,29822.m003475,0.3592,0.0,1
br,rc,134,492.0,3e-133,Brara.B00588,29822.m003475,0.3739,0.0,1
br,rc,107,344.0,0.0,Brara.B03295,29633.m000913,0.154,3.8227,3
br,rc,106,211.0,0.0,Brara.B01305,29629.m001376,0.2849,0.0,23
br,sl,319,301.0,0.0,Brara.D00425,Solyc04g010230.2,0.1344,2.8927,4
br,ta,1087,465.0,0.0,Brara.I00287,Thecc1EG017037,0.1543,0.0,3
br,ta,1031,1028.0,1e-179,Brara.I02062,Thecc1EG011798,0.3237,0.0,14
br,ta,822,222.0,0.0,Brara.G00533,Thecc1EG020399,0.1778,1.7427,21
br,ta,762,736.0,0.0,Brara.G00648,Thecc1EG003029,0.1482,0.0,8
br,ta,689,2126.0,0.0,Brara.F03207,Thecc1EG017037,0.1499,0.0,3
br,ta,644,1557.0,4e-166,Brara.F03411,Thecc1EG011798,0.3346,0.0,14
br,ta,585,534.0,3e-70,Brara.E03083,Thecc1EG021794,0.2769,0.0,33
br,ta,509,1820.0,0.0,Brara.E03245,Thecc1EG003029,0.1278,0.0,8
br,ta,444,417.0,0.0,Brara.D00425,Thecc1EG042986,0.142,2.3961,4
br,ta,439,253.0,0.0,Brara.D00728,Thecc1EG003029,0.1689,0.0,8
br,ta,200,1895.0,0.0,Brara.B03295,Thecc1EG017037,0.169,0.0,3
br,ta,156,871.0,0.0,Brara.B03126,Thecc1EG011798,0.3328,0.0,14
br,vv,1074,896.0,0.0,Brara.J01981,GSVIVT01011348001,0.0,0.0,1
br,vv,925,915.0,0.0,Brara.I00287,GSVIVT01003984001,0.0,0.0,3
br,vv,595,3104.0,0.0,Brara.F03207,GSVIVT01003984001,0.0,0.0,3
br,vv,260,729.0,4e-176,Brara.C00647,GSVIVT01011348001,0.0,0.0,1
br,vv,189,1411.0,9e-166,Brara.B01305,GSVIVT01014682001,0.0,0.0,23
br,vv,155,526.0,0.0,Brara.B00588,GSVIVT01011348001,0.0,0.0,1
br,vv,152,1654.0,0.0,Brara.B03295,GSVIVT01003984001,0.0,0.0,3
cp,cp,79,371.0,0.0,evm.TU.supercontig_59.94,evm.TU.supercontig_8.175,0.0972,3.0379,8
cp,fv,49,814.0,5e-21,evm.TU.supercontig_114.9,mrna18180,0.384,1.0723,5
cp,gm,1553,476.0,0.0,evm.TU.supercontig_92.98,Glyma.13G145900,0.1942,1.552,10
cp,gm,1548,506.0,0.0,evm.TU.supercontig_92.98,Glyma.03G185400,0.1711,1.8989,10
cp,gm,475,307.0,2e-174,evm.TU.supercontig_17.187,Glyma.02G020600,0.3379,2.3044,2
cp,gm,474,336.0,0.0,evm.TU.supercontig_17.187,Glyma.01G042700,0.3153,2.3075,2
cp,gm,343,1363.0,5e-148,evm.TU.supercontig_14.39,Glyma.19G020200,0.3784,1.9511,1
cp,gm,341,655.0,4e-154,evm.TU.supercontig_14.39,Glyma.18G255900,0.3963,2.2574,1
cp,gm,335,1089.0,6e-151,evm.TU.supercontig_14.39,Glyma.13G064700,0.363,1.9726,1
cp,gm,159,587.0,2e-26,evm.TU.supercontig_114.9,Glyma.13G134200,0.3593,0.8075,5
cp,gm,157,588.0,1e-20,evm.TU.supercontig_114.9,Glyma.10G046100,0.438,1.0092,5
cp,gr,953,3324.0,0.0,evm.TU.supercontig_8.175,Gorai.007G152500,0.1184,1.4983,8
cp,gr,945,948.0,0.0,evm.TU.supercontig_8.175,Gorai.001G184600,0.1127,1.1509,8
cp,gr,788,336.0,0.0,evm.TU.supercontig_59.94,Gorai.007G152500,0.1055,2.1726,8
cp,gr,782,905.0,6e-09,evm.TU.supercontig_59.95,Gorai.011G161900,0.7285,1.4498,21
cp,gr,780,265.0,0.0,evm.TU.supercontig_59.94,Gorai.001G184600,0.1008,3.5216,8
cp,gr,740,807.0,0.0,evm.TU.supercontig_53.153,Gorai.009G309900,0.1887,1.856,12
cp,gr,298,263.0,0.0,evm.TU.supercontig_17.187,Gorai.003G094800,0.2709,1.5143,2
cp,gr,138,2516.0,3e-72,evm.TU.supercontig_12.150,Gorai.009G450300,0.2996,2.3328,19
cp,gr,112,371.0,6e-27,evm.TU.supercontig_114.9,Gorai.006G176400,0.3727,1.0258,5
cp,mt,158,599.0,4e-148,evm.TU.supercontig_14.39,Medtr7g009390,0.3521,1.7577,1
cp,mt,156,1247.0,2e-158,evm.TU.supercontig_14.39,Medtr6g011420,0.3343,0.0,1
cp,mt,71,583.0,8e-25,evm.TU.supercontig_114.9,Medtr1g067450,0.3455,0.967,5
cp,pt,770,2546.0,0.0,evm.TU.supercontig_53.153,Potri.010G229000,0.1871,1.9278,12
cp,pt,769,2263.0,0.0,evm.TU.supercontig_53.153,Potri.008G032700,0.1826,2.4205,12
cp,pt,734,394.0,0.0,evm.TU.supercontig_5.260,Potri.015G064700,0.0,0.0,13
cp,pt,228,1085.0,2e-08,evm.TU.supercontig_14.38,Potri.017G078400,0.516,1.5149,1
cp,pt,140,331.0,9e-70,evm.TU.supercontig_12.150,Potri.011G093400,0.3417,1.4911,19
cp,pt,128,1802.0,3e-67,evm.TU.supercontig_12.150,Potri.001G367800,0.1489,0.9204,19
cp,pt,104,739.0,2e-28,evm.TU.supercontig_114.9,Potri.016G080600,0.3429,0.664,5
cp,pt,100,715.0,1e-30,evm.TU.supercontig_114.9,Potri.006G214400,0.2977,0.5558,5
cp,rc,121,1414.0,2e-117,evm.TU.supercontig_14.39,29822.m003475,0.2911,1.5103,1
cp,sl,429,1603.0,1e-146,evm.TU.supercontig_5.260,Solyc05g007080.2,0.4447,4.2386,13
cp,sl,424,214.0,2e-159,evm.TU.supercontig_5.260,Solyc01g010740.2,0.3645,1.9477,13
cp,sl,165,1054.0,3e-139,evm.TU.supercontig_152.38,Solyc02g080910.2,0.2776,2.4371,34
cp,sl,139,1289.0,5e-148,evm.TU.supercontig_14.39,Solyc02g087670.2,0.3454,3.169,1
cp,sl,137,649.0,1e-131,evm.TU.supercontig_14.39,Solyc02g067450.2,0.4178,3.9853,1
cp,sl,68,771.0,5e-23,evm.TU.supercontig_114.9,Solyc09g005850.2,0.3944,1.6064,5
cp,st,392,1726.0,3e-147,evm.TU.supercontig_5.260,PGSC0003DMC400030786,0.4605,3.5101,13
cp,st,174,227.0,0.0,evm.TU.supercontig_17.187,PGSC0003DMC400031610,0.2559,2.9008,2
cp,st,146,1092.0,9e-144,evm.TU.supercontig_152.38,PGSC0003DMC400028760,0.326,1.9238,34
cp,st,122,646.0,7e-136,evm.TU.supercontig_14.39,PGSC0003DMC400012283,0.0,0.0,1
cp,st,121,1152.0,3e-148,evm.TU.supercontig_14.39,PGSC0003DMC400002349,0.0,0.0,1
cp,st,56,686.0,1e-22,evm.TU.supercontig_114.9,PGSC0003DMC400041370,0.3945,1.2196,5
